COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,FORMA DE CONTRATACIÓN,"TOTAL GIRO 
OCTUBRE 2023",OBSERVACIÓN
CCF033,EPS FAMILIAR DE COLOMBIA,823002778,CLINICA SANTA ISABEL SAS,Evento,25684342.0,
CCF033,EPS FAMILIAR DE COLOMBIA,823002800,OFTALMOLOGOS ASOCIADOS DE LA COSTA SAS,Evento,373589363.0,
CCF033,EPS FAMILIAR DE COLOMBIA,823003752,I.P.S. UNIDAD MEDICA EL BOSQUE S.A.S.,Evento,3876769.0,
CCF033,EPS FAMILIAR DE COLOMBIA,823004881,I.P.S. CLINICA GUARANDA SANA S.A.S.,Evento,39435418.0,
CCF033,EPS FAMILIAR DE COLOMBIA,824001041,CLINICA MEDICOS S.A.,Evento,1614478.0,
CCF033,EPS FAMILIAR DE COLOMBIA,825003080,UNIDAD DE CUIDADOS INTENSIVOS RENACER LIMITADA,Evento,140627797.0,
CCF033,EPS FAMILIAR DE COLOMBIA,830104627,HOSPITAL CARDIOVASCULAR DE CUNDINAMARCA S.A,Evento,16782228.0,
CCF033,EPS FAMILIAR DE COLOMBIA,830120157,COLOMBIANA DE TRASPLANTES SAS,Evento,23760000.0,
CCF033,EPS FAMILIAR DE COLOMBIA,830510991,CLÍNICA ESPECIALIZADA LA CONCEPCIÓN S.A.S,Evento,519541163.0,
CCF033,EPS FAMILIAR DE COLOMBIA,830511549,RESONANCIA E IMÁGENES SANTA MARIA S.A,Evento,28488883.0,
CCF033,EPS FAMILIAR DE COLOMBIA,839000145,ASOCIACION DE CABILDOS Y/O AUTORIDADES TRADICIONALES DE LA GUAJIRA,Evento,5891063.0,
CCF033,EPS FAMILIAR DE COLOMBIA,839000356,SOCIEDAD MEDICA CLINICA MAICAO S.A,Evento,16457450.0,
CCF033,EPS FAMILIAR DE COLOMBIA,860009555,E.S.E. HOSPITAL SANTA MATILDE DE MADRID,Evento,1108729.0,
CCF033,EPS FAMILIAR DE COLOMBIA,860013779,ASOCIACIÓN PROFAMILIA,Evento,16352975.0,
CCF033,EPS FAMILIAR DE COLOMBIA,860035992,FUNDACION CARDIO INFANTIL INSTITUTO DE CARDIOLOGIA,Evento,3497658.0,
CCF033,EPS FAMILIAR DE COLOMBIA,890112801,FUNDACIÓN HOSPITAL UNIVERSIDAD DEL NORTE,Evento,1681874.0,
CCF033,EPS FAMILIAR DE COLOMBIA,890480113,HOSPITAL REGIONAL NUESTRA SEÑORA DE LAS MERCEDES DE COROZAL E.S.E.,Evento,161807529.0,
CCF033,EPS FAMILIAR DE COLOMBIA,890901826,HOSPITAL PABLO TOBON URIBE,Evento,1736313.0,
CCF033,EPS FAMILIAR DE COLOMBIA,890904646,"HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO",Evento,8350153.0,
CCF033,EPS FAMILIAR DE COLOMBIA,890980757,ESE HOSPITAL CESAR URIBE PIEDRAHITA,Evento,8292797.0,
CCF033,EPS FAMILIAR DE COLOMBIA,890982134,E.S.E. HOSPITAL PEDRO NEL CARDONA,Evento,2378600.0,
CCF033,EPS FAMILIAR DE COLOMBIA,890985703,E.S.E. HOSPITAL MARCO FIDEL SUAREZ,Evento,14677050.0,
CCF033,EPS FAMILIAR DE COLOMBIA,891079999,ESE HOSPITAL SAN JERÓNIMO DE MONTERÍA,Evento,28981478.0,
CCF033,EPS FAMILIAR DE COLOMBIA,891501676,"HOSPITAL SUSANA LOPEZ DE VALENCIA, EMPRESA SOCIAL DEL ESTADO",Evento,6196242.0,
CCF033,EPS FAMILIAR DE COLOMBIA,891580002,HOSPITAL UNIVERSITARIO SAN JOSE DE POPAYAN E.S.E.,Evento,87778425.0,
CCF033,EPS FAMILIAR DE COLOMBIA,891855029,HOSPITAL REGIONAL DE LA ORINOQUIA E.S.E.,Evento,1598175.0,
CCF033,EPS FAMILIAR DE COLOMBIA,892115009,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DE LOS REMEDIOS,Evento,43738310.0,
CCF033,EPS FAMILIAR DE COLOMBIA,892115010,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL NIVEL II,Evento,44886902.0,
CCF033,EPS FAMILIAR DE COLOMBIA,892120115,ESE HOSPITAL SAN JOSE DE MAICAO,Evento,213891071.0,
CCF033,EPS FAMILIAR DE COLOMBIA,892200273,CLINICA LAS PEÑITAS S.A.S,Evento,6130978.0,
CCF033,EPS FAMILIAR DE COLOMBIA,892201100,LIGA CONTRA EL CÁNCER SECCIONAL SUCRE,Evento,21102758.0,
CCF033,EPS FAMILIAR DE COLOMBIA,892280033,HOSPITAL UNIVERSITARIO DE SINCELEJO E.S.E,Evento,458320637.0,
CCF033,EPS FAMILIAR DE COLOMBIA,892300979,CLINICA DEL CESAR S.A.,Evento,2923255.0,
CCF033,EPS FAMILIAR DE COLOMBIA,892399994,HOSPITAL ROSARIO PUMAREJO DE LOPEZ - EMPRESA SOCIAL DEL ESTADO,Evento,150412414.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900002780,FUNDACIÓN CAMPBELL,Evento,28632221.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900005955,CLÍNICA LA ESPERANZA DE MONTERÍA S.A.S.,Evento,123691893.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900008328,OHI ORGANIZACIÓN HUMANA INTEGRAL S.A.,Evento,62413409.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900015779,SOCIEDAD DE HEMODINAMIA SANTA MARIA S.A.S,Evento,4026923.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900038926,PROMOTORA MEDICA Y ODONTOLOGICA DE ANTIOQUIA S.A,Evento,3255583.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900047571,IPSI OUTAJIAPALA,Evento,5650000.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900116275,UNIDAD DE DIAGNOSTICO CLINICO O IMAGENOLOGICO E.U.,Evento,4789099.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900118990,CENTRO DE FISIOTERAPIA REHABILITAR DRA. MARTA CANTILLO MARTINEZ S.A.S.,Evento,121006145.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900138649,MEDICENTER ESPECIALIZADO LTDA,Evento,7023584.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900164946,CLINICA PEDIATRICA NIÑO JESUS S.A.S,Evento,95803875.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900172745,UNIDAD DE DIAGNOSTICO GINECOLOGICO Y PRENATAL SER MUJER S.A.S,Evento,4412345.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900177624,ANASHIWAYA IPSI,Evento,42485593.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900188717,IPS IMAGEN DIAGNOSTICA S.A.S,Evento,45965644.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900196347,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA DIVINA MISERICORDIA,Evento,5075648.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900208532,CENTRO DE SALUD DE SAMPUES (SUCRE) EMPRESA SOCIAL DEL ESTADO,Evento,5648365.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900217343,CLINICA OFTALMOLOGICA DE SUCRE S.A.S,Evento,49287370.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900269029,FUNDACION CENTRO COLOMBIANO DE EPILEPSIA Y ENFERMEDADES NEUROLOGICAS,Evento,52060139.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900272582,CLINICA SAN JUAN BAUTISTA S.A.S.,Evento,1485735.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900324225,"SOCIEDAD PARA LA ATENCION MEDICA E IMAGENES DIAGNOSTICAS SAS ""SOMID SAS """,Evento,104429448.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900328332,CARDIOCARE SERVICES SAS,Evento,18195656.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900355031,IPS INTEGRAL FUTURO LIMITADA,Evento,2993825.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900386591,GYO MEDICAL I.P.S. S.A.S.,Evento,62568663.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900390423,PROMOTORA CLINICA ZONA FRANCA DE URABA SAS,Evento,6707506.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900446776,ASISDE IPS SAS,Evento,48724000.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900449481,MEDICINA INTEGRAL DEL CARIBE SAS,Evento,8614243.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900468210,CENTRO DE RESONANCIA MAGNETICA DEL NORTE S.A.S,Evento,19415425.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900492815,UNIDAD MATERNO INFANTIL TALAPUIN S.A.S.,Evento,89472064.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900508066,CMIACIPSGUAJIRA SAS,Evento,6371376.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900513306,FUNDACION MARIA REINA,Evento,7349791.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900532504,DAVITA S.A.S.,Evento,215437309.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900550249,IPS CARDIOCENTRO PEDIATRICO DE SUCRE S.A.S,Evento,8514220.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900552539,SOCIEDAD UNIDAD INTEGRAL DE SALUD MENTAL SION SAS,Evento,9481992.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900579595,ODONTS CENTER LTDA,Evento,12627750.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900581036,GASTROCENTRO S.A.S,Evento,9452840.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900601052,UNIDAD PEDIÁTRICA SIMÓN BOLÍVAR IPS SAS,Evento,120772767.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900656493,IPS PUNTO VITAL SAS,Evento,603067965.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900691119,ORTOPEDICA EUROPEA S.A.S.,Evento,189941992.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900734605,CENTRO DE REHABILITACION TERAPEUTICO INTEGRAL S.A.S.,Evento,21875202.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900772014,SEDARTE MEDICINA ESPECIALIZADA SAS,Evento,5597738.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900794134,IPS INDIGENA KOTTUSHI SAO ANA>A,Evento,280466402.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900798865,911 ASITENCIA MEDICA DOMICILIARIA IPS SAS,Evento,326978487.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900839714,PROFHARMA SALUD IPS S.A.S,Evento,12451275.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900839869,CLINICA SANTA ANA DE DIOS S.A.S.,Evento,128084767.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900842629,GESTAR SALUD DE COLOMBIA IPS SAS,Evento,4235000.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900849578,CLINIMEDIC IPS S.A.S,Evento,23093313.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900862842,CENTRO DE OTORRINOLARINGOLOGIA Y FONOAUDIOLOGIA DE LA SABANA S.A.S,Evento,3786304.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900874167,OPTIMUS HEALTH SAS,Evento,42700112.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900886719,I.P.S MEDICAL MOVIL S.A.S.,Evento,11887000.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900919030,IPS LA DIVINA MISERICORDIA S.A.S,Evento,253534657.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900943534,DIAGNOSTISALUD S.A.S,Evento,30550083.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900957139,SERVICIOS DE SALUD ESPECIALIZADOS S.A.S,Evento,14619659.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900957660,DELTA SALUD S.A.S,Evento,58595589.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900958564,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.,Evento,13453678.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900959048,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE E.S.E,Evento,9699592.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900959051,SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE E.S.E,Evento,7307065.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900966539,FUNDACION TRAZANDO CAMINOS,Evento,171440591.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900995574,MEDIPOHDS,Evento,179396058.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901022654,HOSDISALUD HDS S.A.S,Evento,9131655.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901085352,INSTITUTO MEDICO DE ALTA TECNOLOGÍA S.A.S,Evento,251007654.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901129333,INSTITUTO DE SISTEMA NERVIOSO DE CORDOBA,Evento,127050070.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901139193,MIRED BARRANQUILLA IPS S.A.S.,Evento,22072106.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901161920,FUNDACION AZUL REY,Evento,66733470.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901182802,SERVICIOS MEDICOS INTEGRALES IPS S.A.S,Evento,546607722.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901204233,ROSARY HEALTH CARE SAS,Evento,26700280.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901226064,IPS VITAL SALUD GUAJIRA S.A.S,Evento,126894593.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901341454,INTTEGRAL I.P.S S.A.S,Evento,56960000.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901353186,UCI LAS MERCEDES DE COROZAL SAS,Evento,34634189.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901483168,GHG GLOBAL HEALTH GROUP SAS,Evento,425696120.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901489682,CLINICA DE SALUD MENTAL SANTA TERESA SAS,Evento,25604872.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901494060,CENTRO MEDICO DE ESPECIALALISTA LAS PENINSULAS IPS S.A.S,Evento,12416105.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901587190,HEALTH IPS S.A.S,Evento,150813553.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901600069,SUSALUD COLOMBIA SAS,Evento,65338452.0,
CCF050,COMFAORIENTE,800012189,CLINICA SAN JOSE DE CUCUTA SA,Evento,1312858300.0,
CCF050,COMFAORIENTE,800014918,E.S.E. HOSPITAL UNIVERSITARIO ERASMO MEOZ,Evento,1424225026.0,
CCF050,COMFAORIENTE,800099778,ASOCIACIÓN NIÑOS DE PAPEL,Evento,2621489.0,
CCF050,COMFAORIENTE,800106375,NUCLEAR SAN JOSE S.A.,Evento,24949299.0,
CCF050,COMFAORIENTE,800165163,ODONTOCUCUTA S.A,Evento,12935225.0,
CCF050,COMFAORIENTE,805011262,RTS S.A.S,Evento,186691224.0,
CCF050,COMFAORIENTE,805027743,DUMIAN MÉDICAL S.A.S,Evento,11103079.0,
CCF050,COMFAORIENTE,807000799,UROLOGOS DEL NORTE DE SANTANDER URONORTE S.A.,Evento,86629879.0,
CCF050,COMFAORIENTE,807000832,LABORATORIO CLINICO ESPECIALIZADO LTDA,Evento,24750385.0,
CCF050,COMFAORIENTE,807001041,CENTRO MEDICO LA SAMARITANA LTDA,Evento,4845012.0,
CCF050,COMFAORIENTE,807001311,SERVICIOS INTEGRALES DE SALUD LTDA -SERINSA,Evento,75287163.0,
CCF050,COMFAORIENTE,807002015,E.S.E. CENTRO DE REHABILITACION CARDIO NEURO MUSCULAR DEL NORTE DE SANTANDER,Evento,1938368.0,
CCF050,COMFAORIENTE,807002152,CLINICA OFTALMOLOGICA PEÑARANDA S.A.S,Evento,296337457.0,
CCF050,COMFAORIENTE,807002424,CLINICA DE CANCEROLOGIA DEL NORTE DE SANTANDER LTDA.,Evento,671653416.0,
CCF050,COMFAORIENTE,807003768,RADIOTERAPIA DEL NORTE LTDA.,Evento,78512252.0,
CCF050,COMFAORIENTE,807004352,EMPRESA SOCIAL DEL ESTADO IMSALUD,Evento,9186757.0,
CCF050,COMFAORIENTE,807004393,E.S.E. HOSPITAL LOCAL MUNICIPIO DE LOS PATIOS,Evento,2470624.0,
CCF050,COMFAORIENTE,807004631,E.S.E.HOSPITAL LOCAL VILLA DEL ROSARIO,Evento,2424142.0,
CCF050,COMFAORIENTE,807004665,ESE HOSPITAL JUAN LUIS LONDOÑO,Evento,1711981.0,
CCF050,COMFAORIENTE,807005711,"ASOCIACION DE PATOLOGOS ""ASOPAT"" S.A.S",Evento,10436977.0,
CCF050,COMFAORIENTE,807008827,E.S.E. HOSPITAL REGIONAL SURORIENTAL-CHINACOTA,Evento,1439995.0,
CCF050,COMFAORIENTE,807008842,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL NOROCCIDENTAL,Evento,3505423.0,
CCF050,COMFAORIENTE,807008857,ESE HOSPITAL REGIONAL NORTE,Evento,69693962.0,
CCF050,COMFAORIENTE,814003448,AUDIOCOM IPS,Evento,7034560.0,
CCF050,COMFAORIENTE,821003143,E.S.E. HOSPITAL DEPARTAMENTAL CENTENARIO DE SEVILLA EMPRESA SOCIAL DEL ESTADO (SEDE 0001),Evento,1293243.0,
CCF050,COMFAORIENTE,830007355,FRESENIUS MEDICAL CARE COLOMBIA S.A.,Evento,204972214.0,
CCF050,COMFAORIENTE,860013779,ASOCIACIÓN PROFAMILIA,Evento,36666838.0,
CCF050,COMFAORIENTE,890212568,FUNDACION CARDIOVASCULAR DE COLOMBIA,Evento,791992057.0,
CCF050,COMFAORIENTE,890500060,CLINICA SANTA ANA S.A.,Evento,467779129.0,
CCF050,COMFAORIENTE,890500810,E.S.E. HOSPITAL MENTAL RUDESINDO SOTO,Evento,211938876.0,
CCF050,COMFAORIENTE,890501019,ESE HOSPITAL SAN JUAN DE DIOS DE PAMPLONA,Evento,40381875.0,
CCF050,COMFAORIENTE,890501438,E.S.E. HOSPITAL EMIRO QUINTERO CAÑIZARES,Evento,1247756119.0,
CCF050,COMFAORIENTE,890503532,CLINICA LOS ANDES LTDA.,Evento,69685923.0,
CCF050,COMFAORIENTE,890505755,OPTICA CIENTIFICA Y CIA LTDA,Evento,12204350.0,
CCF050,COMFAORIENTE,890506459,CLINICA Y DROGUERIA NTRA SRA DE TORCOROMA S.A.S.,Evento,221350267.0,
CCF050,COMFAORIENTE,890706833,E.S.E. HOSPITAL FEDERICO LLERAS ACOSTA,Evento,2839190.0,
CCF050,COMFAORIENTE,890901826,HOSPITAL PABLO TOBON URIBE,Evento,7365939.0,
CCF050,COMFAORIENTE,890904646,"HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO",Evento,11374525.0,
CCF050,COMFAORIENTE,890985703,E.S.E. HOSPITAL MARCO FIDEL SUAREZ,Evento,1603582.0,
CCF050,COMFAORIENTE,891180134,E.S.E. HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PITALITO,Evento,3562124.0,
CCF050,COMFAORIENTE,892300175,HOSPITAL REGIONAL SAN ANDRES ESE,Evento,4215558.0,
CCF050,COMFAORIENTE,892399994,HOSPITAL ROSARIO PUMAREJO DE LOPEZ - EMPRESA SOCIAL DEL ESTADO,Evento,14277350.0,
CCF050,COMFAORIENTE,899999092,INSTITUTO NACIONAL DE CANCEROLOGIA,Evento,23153324.0,
CCF050,COMFAORIENTE,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,Evento,3196776.0,
CCF050,COMFAORIENTE,900006037,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE SANTANDER,Evento,56747061.0,
CCF050,COMFAORIENTE,900017916,SERVICIOS ESPECIALIZADOS FCB S.A.S,Evento,27444885.0,
CCF050,COMFAORIENTE,900037353,ONCOMEDICAL I.P.S. S.A.S,Evento,622700576.0,
CCF050,COMFAORIENTE,900041610,TRANSPORTE SALUD IMÁGENES TRANSALIM LTDA,Evento,137440870.0,
CCF050,COMFAORIENTE,900067169,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE GARCIA ROVIRA,Evento,1246693.0,
CCF050,COMFAORIENTE,900075758,GASTROQUIRURGICA S.A.S.,Evento,267002463.0,
CCF050,COMFAORIENTE,900112351,UNIDAD HEMATO ONCOLOGICA ESPECIALIZADA IPS SAS,Evento,255065686.0,
CCF050,COMFAORIENTE,900155231,SANAMEDIC SOCIEDAD POR ACCIONES SIMPLIFICADA - S.A.S,Evento,26126509.0,
CCF050,COMFAORIENTE,900196347,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA DIVINA MISERICORDIA,Evento,4715467.0,
CCF050,COMFAORIENTE,900222303,"ATENCION EN REHABILITACION INTEGRAL S.A.S. ""ATERIN S.A.S.""",Evento,22494073.0,
CCF050,COMFAORIENTE,900225631,VIDAMEDICAL IPS S.A.S.,Evento,241304200.0,
CCF050,COMFAORIENTE,900241448,CARDIOLOGIA DIAGNOSTICA DEL NORTE S.A.S.- CARDINOR S.A.S.,Evento,48436257.0,
CCF050,COMFAORIENTE,900241734,CONFESALUD IPS LTDA.,Evento,12447533.0,
CCF050,COMFAORIENTE,900301770,NEUROCOOP REHABILITACION FISICA Y MEDICA INTEGRAL,Evento,404275653.0,
CCF050,COMFAORIENTE,900307987,VITAL MEDICAL CARE VIMEC S.A.S,Evento,24002353.0,
CCF050,COMFAORIENTE,900309444,HOSPICLINIC DE COLOMBIA S.A.S.,Evento,163936025.0,
CCF050,COMFAORIENTE,900315341,PIEL MEDICALSPA CENTRO DERMATOLOGICO IPS SAS,Evento,27423237.0,
CCF050,COMFAORIENTE,900332743,CENTRO DE ECO-RADIODIAGNOSTICOS S.A.S,Evento,84644636.0,
CCF050,COMFAORIENTE,900386919,INSTITUTO NEUROLOGICO INFANTIL S.A.S.,Evento,71785296.0,
CCF050,COMFAORIENTE,900395846,SERVICIOS VIVIR S.A.S.,Evento,43885255.0,
CCF050,COMFAORIENTE,900470642,MEDICAL DUARTE ZF S.A.S,Evento,1593198672.0,
CCF050,COMFAORIENTE,900471992,NEUROALIADOS MEDICINA ESPECIALIZADA S.A.S.,Evento,63970477.0,
CCF050,COMFAORIENTE,900535099,DROGUERIA MAGRETH S.A.S.,Evento,227860977.0,
CCF050,COMFAORIENTE,900542979,CENTRO INTEGRAL DE ATENCION DIAGNOSTICA ESPECIALIZADA IPS SAS,Evento,549013424.0,
CCF050,COMFAORIENTE,900575153,ANGIOVASCULAR MORENO,Evento,42877184.0,
CCF050,COMFAORIENTE,900580962,DISFARMA G.C. S.A.S.,Evento,657131746.0,
CCF050,COMFAORIENTE,900595259,SERVIMOS AMBULANCIAS DE COLOMBIA IPS S.A.S.,Evento,8411600.0,
