COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,"TOTAL GIRO 
JULIO 2023",OBSERVACIÓN
CCF033,EPS FAMILIAR DE COLOMBIA,900552539.0,SOCIEDAD UNIDAD INTEGRAL DE SALUD MENTAL SION SAS,17649845,
CCF033,EPS FAMILIAR DE COLOMBIA,900581036.0,GASTROCENTRO S.A.S,7157650,
CCF033,EPS FAMILIAR DE COLOMBIA,900600550.0,INVERSIONES MEDICAS BARU S.A.S,13483826,
CCF033,EPS FAMILIAR DE COLOMBIA,900656493.0,IPS PUNTO VITAL SAS,800331734,
CCF033,EPS FAMILIAR DE COLOMBIA,900681399.0,ASESORÍA DE ATENCIÓN INTEGRAL EN SALUD IPS SAS,3245900,
CCF033,EPS FAMILIAR DE COLOMBIA,900691119.0,ORTOPEDICA EUROPEA S.A.S.,214147277,
CCF033,EPS FAMILIAR DE COLOMBIA,900718559.0,CLINICA CARDIODAJUD SAS,1062488,
CCF033,EPS FAMILIAR DE COLOMBIA,900728399.0,CENTRO SALUD DE LA GUAJIRA S.A.S,9286000,
CCF033,EPS FAMILIAR DE COLOMBIA,900734605.0,CENTRO DE REHABILITACION TERAPEUTICO INTEGRAL S.A.S.,18792000,
CCF033,EPS FAMILIAR DE COLOMBIA,900772014.0,SEDARTE MEDICINA ESPECIALIZADA SAS,6066513,
CCF033,EPS FAMILIAR DE COLOMBIA,900780041.0,"IPS PEDIATRICA ""PASTOR Y MARIA"" S.A.S.",3511000,
CCF033,EPS FAMILIAR DE COLOMBIA,900794134.0,IPS INDIGENA KOTTUSHI SAO ANA>A,485532172,
CCF033,EPS FAMILIAR DE COLOMBIA,900795851.0,IPSI EITERRA JAWAPIA,252000000,
CCF033,EPS FAMILIAR DE COLOMBIA,900798865.0,911 ASITENCIA MEDICA DOMICILIARIA IPS SAS,14149000,
CCF033,EPS FAMILIAR DE COLOMBIA,900806357.0,HEMATOLOGIA Y ONCOLOGIA DEL ORIENTE,9581250,
CCF033,EPS FAMILIAR DE COLOMBIA,900839714.0,PROFHARMA SALUD IPS S.A.S,16480139,
CCF033,EPS FAMILIAR DE COLOMBIA,900839869.0,CLINICA SANTA ANA DE DIOS S.A.S.,284711449,
CCF033,EPS FAMILIAR DE COLOMBIA,900849578.0,CLINIMEDIC IPS S.A.S,25834175,
CCF033,EPS FAMILIAR DE COLOMBIA,900862842.0,CENTRO DE OTORRINOLARINGOLOGIA Y FONOAUDIOLOGIA DE LA SABANA S.A.S,18912726,
CCF033,EPS FAMILIAR DE COLOMBIA,900919030.0,IPS LA DIVINA MISERICORDIA S.A.S,207876666,
CCF033,EPS FAMILIAR DE COLOMBIA,900943534.0,DIAGNOSTISALUD S.A.S,22474214,
CCF033,EPS FAMILIAR DE COLOMBIA,900957139.0,SERVICIOS DE SALUD ESPECIALIZADOS S.A.S,5817496,
CCF033,EPS FAMILIAR DE COLOMBIA,900957660.0,DELTA SALUD S.A.S,29146408,
CCF033,EPS FAMILIAR DE COLOMBIA,900959048.0,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE E.S.E,4232048,
CCF033,EPS FAMILIAR DE COLOMBIA,900966539.0,FUNDACION TRAZANDO CAMINOS,363879355,
CCF033,EPS FAMILIAR DE COLOMBIA,900971006.0,SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E,1257150,
CCF033,EPS FAMILIAR DE COLOMBIA,900995574.0,MEDIPOHDS,306099354,
CCF033,EPS FAMILIAR DE COLOMBIA,901085352.0,INSTITUTO MEDICO DE ALTA TECNOLOGÍA S.A.S,147700250,
CCF033,EPS FAMILIAR DE COLOMBIA,901094037.0,TRAUMACENTRO S.A.S,19662252,
CCF033,EPS FAMILIAR DE COLOMBIA,901129333.0,INSTITUTO DE SISTEMA NERVIOSO DE CORDOBA,49118420,
CCF033,EPS FAMILIAR DE COLOMBIA,901139193.0,MIRED BARRANQUILLA IPS S.A.S.,11765480,
CCF033,EPS FAMILIAR DE COLOMBIA,901161920.0,FUNDACION AZUL REY,66733470,
CCF033,EPS FAMILIAR DE COLOMBIA,901182802.0,SERVICIOS MEDICOS INTEGRALES IPS S.A.S,455436063,
CCF033,EPS FAMILIAR DE COLOMBIA,901204233.0,ROSARY HEALTH CARE SAS,7763837,
CCF033,EPS FAMILIAR DE COLOMBIA,901219961.0,OXXISALUD S.A.S,8494400,
CCF033,EPS FAMILIAR DE COLOMBIA,901226064.0,IPS VITAL SALUD GUAJIRA S.A.S,126894593,
CCF033,EPS FAMILIAR DE COLOMBIA,901274992.0,CLINICA DE SALUD MENTAL MEDICAR S.A.S,14556677,
CCF033,EPS FAMILIAR DE COLOMBIA,901314216.0,MEDI VIDA IPS S.A.S,189761545,
CCF033,EPS FAMILIAR DE COLOMBIA,901336751.0,CLINIVIDA Y SALUD IPS SAS,9316599,
CCF033,EPS FAMILIAR DE COLOMBIA,901341454.0,INTTEGRAL I.P.S S.A.S,87697747,
CCF033,EPS FAMILIAR DE COLOMBIA,901353186.0,UCI LAS MERCEDES DE COROZAL SAS,7614871,
CCF033,EPS FAMILIAR DE COLOMBIA,901483168.0,GHG GLOBAL HEALTH GROUP SAS,586633996,
CCF033,EPS FAMILIAR DE COLOMBIA,901494060.0,CENTRO MEDICO DE ESPECIALALISTA LAS PENINSULAS IPS S.A.S,7513130,
CCF050,COMFAORIENTE,800012189.0,CLINICA SAN JOSE DE CUCUTA SA,1917957305,
CCF050,COMFAORIENTE,800014918.0,E.S.E. HOSPITAL UNIVERSITARIO ERASMO MEOZ,1429760488,
CCF050,COMFAORIENTE,800026173.0,ESE HOSPITAL HELI MORENO BLANCO,1500844,
CCF050,COMFAORIENTE,800106375.0,NUCLEAR SAN JOSE S.A.,28151371,
CCF050,COMFAORIENTE,800165163.0,ODONTOCUCUTA S.A,5016623,
CCF050,COMFAORIENTE,800231235.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN JORGE,44790320,
CCF050,COMFAORIENTE,805011262.0,RTS S.A.S,164519062,
CCF050,COMFAORIENTE,805027743.0,DUMIAN MÉDICAL S.A.S,7768586,
CCF050,COMFAORIENTE,807000799.0,UROLOGOS DEL NORTE DE SANTANDER URONORTE S.A.,65828628,
CCF050,COMFAORIENTE,807000832.0,LABORATORIO CLINICO ESPECIALIZADO LTDA,3011652,
CCF050,COMFAORIENTE,807001041.0,CENTRO MEDICO LA SAMARITANA LTDA,6436498,
CCF050,COMFAORIENTE,807001311.0,SERVICIOS INTEGRALES DE SALUD LTDA -SERINSA,74783000,
CCF050,COMFAORIENTE,807002152.0,CLINICA OFTALMOLOGICA PEÑARANDA S.A.S,298065372,
CCF050,COMFAORIENTE,807002424.0,CLINICA DE CANCEROLOGIA DEL NORTE DE SANTANDER LTDA.,708121666,
CCF050,COMFAORIENTE,807003768.0,RADIOTERAPIA DEL NORTE LTDA.,84329897,
CCF050,COMFAORIENTE,807004352.0,EMPRESA SOCIAL DEL ESTADO IMSALUD,13212506,
CCF050,COMFAORIENTE,807004393.0,E.S.E. HOSPITAL LOCAL MUNICIPIO DE LOS PATIOS,3107909,
CCF050,COMFAORIENTE,807004665.0,ESE HOSPITAL JUAN LUIS LONDOÑO,1898260,
CCF050,COMFAORIENTE,807005711.0,"ASOCIACION DE PATOLOGOS ""ASOPAT"" LTDA.",2882468,
CCF050,COMFAORIENTE,807008827.0,E.S.E. HOSPITAL REGIONAL SURORIENTAL-CHINACOTA,1091151,
CCF050,COMFAORIENTE,807008842.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL NOROCCIDENTAL,1933572,
CCF050,COMFAORIENTE,807008857.0,ESE HOSPITAL REGIONAL NORTE,2655845,
CCF050,COMFAORIENTE,814003448.0,AUDIOCOM IPS,3718400,
CCF050,COMFAORIENTE,821003143.0,E.S.E. HOSPITAL DEPARTAMENTAL CENTENARIO DE SEVILLA EMPRESA SOCIAL DEL ESTADO (SEDE 0001),1293244,
CCF050,COMFAORIENTE,824000449.0,ESE HOSPITAL LOCAL DE RIO DE ORO,4035270,
CCF050,COMFAORIENTE,830007355.0,FRESENIUS MEDICAL CARE COLOMBIA S.A.,210602309,
CCF050,COMFAORIENTE,860013779.0,ASOCIACIÓN PROFAMILIA,21053882,
CCF050,COMFAORIENTE,890212568.0,FUNDACION CARDIOVASCULAR DE COLOMBIA,1310146731,
CCF050,COMFAORIENTE,890500060.0,CLINICA SANTA ANA S.A.,338561389,
CCF050,COMFAORIENTE,890500309.0,CLINICA NORTE S.A.,5221759,
CCF050,COMFAORIENTE,890500810.0,E.S.E. HOSPITAL MENTAL RUDESINDO SOTO,135139375,
CCF050,COMFAORIENTE,890501019.0,ESE HOSPITAL SAN JUAN DE DIOS DE PAMPLONA,130163577,
CCF050,COMFAORIENTE,890501438.0,E.S.E. HOSPITAL EMIRO QUINTERO CAÑIZARES,809440786,
CCF050,COMFAORIENTE,890503532.0,CLINICA LOS ANDES LTDA.,144453933,
CCF050,COMFAORIENTE,890505755.0,OPTICA CIENTIFICA Y CIA LTDA,15364000,
CCF050,COMFAORIENTE,890506459.0,CLINICA Y DROGUERIA NTRA SRA DE TORCOROMA S.A.S.,149021904,
CCF050,COMFAORIENTE,891855029.0,HOSPITAL REGIONAL DE LA ORINOQUIA E.S.E.,11318655,
CCF050,COMFAORIENTE,892000501.0,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO E.S.E.,2690785,
CCF050,COMFAORIENTE,892300175.0,HOSPITAL REGIONAL SAN ANDRES ESE,7643392,
CCF050,COMFAORIENTE,892399994.0,HOSPITAL ROSARIO PUMAREJO DE LOPEZ - EMPRESA SOCIAL DEL ESTADO,123329129,
CCF050,COMFAORIENTE,899999092.0,INSTITUTO NACIONAL DE CANCEROLOGIA,219426649,
CCF050,COMFAORIENTE,900006037.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE SANTANDER,32757809,
CCF050,COMFAORIENTE,900017916.0,SERVICIOS ESPECIALIZADOS FCB S.A.S,27434430,
CCF050,COMFAORIENTE,900037353.0,ONCOMEDICAL I.P.S. S.A.S,419124131,
CCF050,COMFAORIENTE,900041610.0,TRANSPORTE SALUD IMÁGENES TRANSALIM LTDA,98760941,
CCF050,COMFAORIENTE,900075758.0,GASTROQUIRURGICA S.A.S.,103120126,
CCF050,COMFAORIENTE,900112351.0,UNIDAD HEMATO ONCOLOGICA ESPECIALIZADA IPS SAS,242109239,
CCF050,COMFAORIENTE,900155231.0,SANAMEDIC SOCIEDAD POR ACCIONES SIMPLIFICADA - S.A.S,10450690,
CCF050,COMFAORIENTE,900191362.0,SOCIEDAD DE OFTALMOLOGIA Y CIRUGIA PLASTICA DE CUCUTA S.A.,16775083,
CCF050,COMFAORIENTE,900204617.0,MEDICUC IPS LTDA,2795275,
CCF050,COMFAORIENTE,900225631.0,VIDAMEDICAL IPS S.A.S.,225450000,
CCF050,COMFAORIENTE,900241448.0,CARDIOLOGIA DIAGNOSTICA DEL NORTE S.A.S.- CARDINOR S.A.S.,40166739,
CCF050,COMFAORIENTE,900241734.0,CONFESALUD IPS LTDA.,11157256,
CCF050,COMFAORIENTE,900301770.0,NEUROCOOP REHABILITACION FISICA Y MEDICA INTEGRAL,355876549,
CCF050,COMFAORIENTE,900307987.0,VITAL MEDICAL CARE VIMEC S.A.S,143018231,
CCF050,COMFAORIENTE,900309444.0,HOSPICLINIC DE COLOMBIA S.A.S.,125606057,
CCF050,COMFAORIENTE,900315341.0,PIEL MEDICALSPA CENTRO DERMATOLOGICO IPS SAS,24207215,
CCF050,COMFAORIENTE,900332743.0,CENTRO DE ECO-RADIODIAGNOSTICOS S.A.S,56484281,
CCF050,COMFAORIENTE,900338359.0,IPS REHABILITACION INTEGRAL MARTA OMAÑA ASOCIADOS S.A.S,6601000,
CCF050,COMFAORIENTE,900386919.0,INSTITUTO NEUROLOGICO INFANTIL S.A.S.,97831679,
CCF050,COMFAORIENTE,900395846.0,SERVICIOS VIVIR S.A.S.,28798400,
CCF050,COMFAORIENTE,900470642.0,MEDICAL DUARTE ZF S.A.S,2341110950,
CCF050,COMFAORIENTE,900471992.0,NEUROALIADOS MEDICINA ESPECIALIZADA S.A.S.,21513360,
CCF050,COMFAORIENTE,900535099.0,DROGUERIA MAGRETH S.A.S.,221162174,
CCF050,COMFAORIENTE,900542979.0,CENTRO INTEGRAL DE ATENCION DIAGNOSTICA ESPECIALIZADA IPS SAS,414954737,
CCF050,COMFAORIENTE,900580962.0,DISFARMA G.C. S.A.S.,667275542,
CCF050,COMFAORIENTE,900595259.0,SERVIMOS AMBULANCIAS DE COLOMBIA IPS S.A.S.,3650500,
CCF050,COMFAORIENTE,900635297.0,UNIDAD DE MEDICINA MATERNOFETAL NORFETUS SOCIEDAD POR ACCIONES SIMPLIFICADA,37460604,
CCF050,COMFAORIENTE,900704446.0,ECOIMAGEN SALUD S.A.S.,305360038,
CCF050,COMFAORIENTE,900717202.0,CENTRO INTEGRAL DE DIAGNOSTICO MEDICO I.P.S. S.A.S.,31421420,
CCF050,COMFAORIENTE,900752620.0,IPS CLINICAL HOUSE S.A.S.,177910860,
CCF050,COMFAORIENTE,900900693.0,INSTITUCION PRESTADORA DE SERVICIOS DE SALUD DOMICILIARIOS SANARTE CLÍNICA DE HERIDAS Y OSTOMIAS S.A.S.,13103280,
CCF050,COMFAORIENTE,900959048.0,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE E.S.E,9885483,
CCF050,COMFAORIENTE,900959051.0,SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE E.S.E,2966366,
CCF050,COMFAORIENTE,901127399.0,NEUMOLOGIA Y SERVICIOS DE REHABILITACION S.A.S,33018107,
CCF050,COMFAORIENTE,901139193.0,MIRED BARRANQUILLA IPS S.A.S.,5591087,
CCF050,COMFAORIENTE,901254971.0,CENTRO DE ATENCION MI RENACER S.A.S.,58524480,
CCF050,COMFAORIENTE,901313049.0,RED SALUD INTEGRAL IPS S.A.S.,25740000,
CCF050,COMFAORIENTE,901315238.0,IMAGEN DENTAL INTEGRAL IPS S.A.S.,97242992,
CCF050,COMFAORIENTE,901383010.0,UCIS DE COLOMBIA S.A.S.,369076637,
CCF050,COMFAORIENTE,901417815.0,SOLUCIONES MEDICAS AVANZADAS S.A.S,2761079,
CCF055,CAJACOPI,800000118.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL DEPARTAMENTAL UNIVERSITARIO DEL QUINDIO SAN JUAN DE DIOS,1034993,
CCF055,CAJACOPI,800018233.0,SOMECA MALAMBO,3215820,
CCF055,CAJACOPI,800025755.0,IPS CLINICA SAN IGNACIO LTDA,72318976,
CCF055,CAJACOPI,800026173.0,ESE HOSPITAL HELI MORENO BLANCO,109212970,
CCF055,CAJACOPI,800037021.0,HOSPITAL DEPARTAMENTAL DE GRANADA - EMPRESA SOCIAL DEL META,419598559,
CCF055,CAJACOPI,800037979.0,E.S.E. HOSPITAL LOCAL DE PUERTO LOPEZ,10674352,
CCF055,CAJACOPI,800058016.0,EMPRESA SOCIAL DEL ESTADO METROSALUD,32614561,
CCF055,CAJACOPI,800061765.0,ESE HOSPITAL NUESTRA SEÑORA DEL PERPETUO SOCORRO,8879230,
CCF055,CAJACOPI,800066001.0,CENTRO MEDICO OFTALMOLOGICO Y LABORATORIO CLINICO ANDRADE NARVAEZ SIGLA COLCAN S.A.S.,61711753,
CCF055,CAJACOPI,800067514.0,COMITÉ MUNICIPAL DE LA CRUZ ROJA DE MAICAO,10365315,
CCF055,CAJACOPI,800074112.0,CLINICA ZAYMA S.A.S,8496914,
CCF055,CAJACOPI,800075650.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTO TOMAS,53430415,
CCF055,CAJACOPI,800112725.0,FUNDACION OFTALMOLOGICA DEL CARIBE,132781273,
CCF055,CAJACOPI,800119945.0,HOSPITAL SAN ROQUE ESE,71705562,
CCF055,CAJACOPI,800129856.0,CLINICA DE LA COSTA S.A.S.,10265006,
CCF055,CAJACOPI,800130625.0,ESE HOSPITAL SAN CRISTOBAL DE CIENAGA,60778188,
CCF055,CAJACOPI,800138311.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DEL CARMEN,2978852,
CCF055,CAJACOPI,800154347.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA CANDELARIA,129170795,
CCF055,CAJACOPI,800162035.0,SERVICIOS MEDICOS INTEGRALES DE SALUD SAS SERVIMEDICOS SAS,233187468,
CCF055,CAJACOPI,800174123.0,ESE HOSPITAL DE SANTO TOMAS,7108177,
CCF055,CAJACOPI,800175901.0,CLINICA EMPERATRIZ SAS,230000001,
CCF055,CAJACOPI,800187260.0,INSTITUTO DE ENFERMEDADES DIGESTIVAS DE COLOMBIA S.A.S,1407441,
CCF055,CAJACOPI,800191643.0,ESE HOSPITAL REGIONNAL II NIVEL DE SAN MARCOS,99114058,
CCF055,CAJACOPI,800193912.0,ESE HOSPITAL SAN RAFAEL DE CHINU,2915645,
CCF055,CAJACOPI,800193989.0,CENTRO DIAGNOSTICO DE ESPECIALISTAS LTDA,281509215,
CCF055,CAJACOPI,800197217.0,CLINICA DE ESPECIALISTAS MARIA AUXILIADORA S.A.S.,72018868,
CCF055,CAJACOPI,800197424.0,ASOCIACION MEDICA DE MEDICINA NUCLEAR LTDA NUCLEAR 2000 LTDA,44999995,
CCF055,CAJACOPI,800201726.0,FUNDACION POLICLINICA CIENAGA,57298190,
CCF055,CAJACOPI,800204153.0,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE LORICA,77431959,
CCF055,CAJACOPI,800213942.0,E.S.E. HOSPITAL SANTA CRUZ,2532923,
CCF055,CAJACOPI,800222844.0,RADIOIMAGENES RADIOLOGOS ASOCIADOS S.A.S.,44201179,
CCF055,CAJACOPI,800227279.0,TECNITRAUMA S.A.,800000001,
CCF055,CAJACOPI,800231038.0,GARCIA PEREZ MEDICA Y COMPAÑIA SAS,88684261,
CCF055,CAJACOPI,800234339.0,LABORATORIO CLINICO PROCESAR IPS SAS,23575210,
CCF055,CAJACOPI,800234860.0,LITOTRICIA S.A.,31088809,
CCF055,CAJACOPI,800235973.0,CENTRO DE DIALISIS SANTA MARGARITA,60000000,
CCF055,CAJACOPI,802000909.0,CLINICA LOS ALMENDROS SAS,319890363,
CCF055,CAJACOPI,802003081.0,E.S.E. HOSPITAL MUNICIPAL DE SABANAGRANDE,3713702,
CCF055,CAJACOPI,802003414.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE JUAN DE ACOSTA,15729162,
