COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,"TOTAL GIRO 
AGOSTO 2023",OBSERVACIÓN
CCF050,COMFAORIENTE,800231235.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN JORGE,44790320.0,
CCF050,COMFAORIENTE,805011262.0,RTS S.A.S,227291918.0,
CCF050,COMFAORIENTE,805027743.0,DUMIAN MÉDICAL S.A.S,13105100.0,
CCF050,COMFAORIENTE,807000799.0,UROLOGOS DEL NORTE DE SANTANDER URONORTE S.A.,88555967.0,
CCF050,COMFAORIENTE,807000832.0,LABORATORIO CLINICO ESPECIALIZADO LTDA,9495020.0,
CCF050,COMFAORIENTE,807001041.0,CENTRO MEDICO LA SAMARITANA LTDA,3084959.0,
CCF050,COMFAORIENTE,807001311.0,SERVICIOS INTEGRALES DE SALUD LTDA -SERINSA,72387218.0,
CCF050,COMFAORIENTE,807002152.0,CLINICA OFTALMOLOGICA PEÑARANDA S.A.S,290219371.0,
CCF050,COMFAORIENTE,807002424.0,CLINICA DE CANCEROLOGIA DEL NORTE DE SANTANDER LTDA.,590772052.0,
CCF050,COMFAORIENTE,807003768.0,RADIOTERAPIA DEL NORTE LTDA.,116109437.0,
CCF050,COMFAORIENTE,807004352.0,EMPRESA SOCIAL DEL ESTADO IMSALUD,13581829.0,
CCF050,COMFAORIENTE,807004393.0,E.S.E. HOSPITAL LOCAL MUNICIPIO DE LOS PATIOS,1384845.0,
CCF050,COMFAORIENTE,807004631.0,E.S.E.HOSPITAL LOCAL VILLA DEL ROSARIO,1928495.0,
CCF050,COMFAORIENTE,807004665.0,ESE HOSPITAL JUAN LUIS LONDOÑO,3120673.0,
CCF050,COMFAORIENTE,807005711.0,"ASOCIACION DE PATOLOGOS ""ASOPAT"" S.A.S",4072606.0,
CCF050,COMFAORIENTE,807008824.0,E.S.E. HOSPITAL REGIONAL CENTRO,1951137.0,
CCF050,COMFAORIENTE,807008842.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL NOROCCIDENTAL,2703576.0,
CCF050,COMFAORIENTE,807008857.0,ESE HOSPITAL REGIONAL NORTE,3649334.0,
CCF050,COMFAORIENTE,814003448.0,AUDIOCOM IPS,5496000.0,
CCF050,COMFAORIENTE,830007355.0,FRESENIUS MEDICAL CARE COLOMBIA S.A.,209183165.0,
CCF050,COMFAORIENTE,860013779.0,ASOCIACIÓN PROFAMILIA,41401269.0,
CCF050,COMFAORIENTE,890202024.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS DE FLORIDABLANCA,2191522.0,
CCF050,COMFAORIENTE,890212568.0,FUNDACION CARDIOVASCULAR DE COLOMBIA,470169789.0,
CCF050,COMFAORIENTE,890500060.0,CLINICA SANTA ANA S.A.,419555860.0,
CCF050,COMFAORIENTE,890500810.0,E.S.E. HOSPITAL MENTAL RUDESINDO SOTO,212506227.0,
CCF050,COMFAORIENTE,890501019.0,ESE HOSPITAL SAN JUAN DE DIOS DE PAMPLONA,130483734.0,
CCF050,COMFAORIENTE,890501438.0,E.S.E. HOSPITAL EMIRO QUINTERO CAÑIZARES,794845872.0,
CCF050,COMFAORIENTE,890503532.0,CLINICA LOS ANDES LTDA.,74572110.0,
CCF050,COMFAORIENTE,890505755.0,OPTICA CIENTIFICA Y CIA LTDA,11823500.0,
CCF050,COMFAORIENTE,890506459.0,CLINICA Y DROGUERIA NTRA SRA DE TORCOROMA S.A.S.,202447656.0,
CCF050,COMFAORIENTE,890706833.0,E.S.E. HOSPITAL FEDERICO LLERAS ACOSTA,17176773.0,
CCF050,COMFAORIENTE,891180134.0,E.S.E. HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PITALITO,4807324.0,
CCF050,COMFAORIENTE,891855029.0,HOSPITAL REGIONAL DE LA ORINOQUIA E.S.E.,1396182.0,
CCF050,COMFAORIENTE,892300175.0,HOSPITAL REGIONAL SAN ANDRES ESE,1421983.0,
CCF050,COMFAORIENTE,892399994.0,HOSPITAL ROSARIO PUMAREJO DE LOPEZ - EMPRESA SOCIAL DEL ESTADO,7804981.0,
CCF050,COMFAORIENTE,899999032.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,19811140.0,
CCF050,COMFAORIENTE,899999092.0,INSTITUTO NACIONAL DE CANCEROLOGIA,47735505.0,
CCF050,COMFAORIENTE,900006037.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE SANTANDER,2641237.0,
CCF050,COMFAORIENTE,900017916.0,SERVICIOS ESPECIALIZADOS FCB S.A.S,18454581.0,
CCF050,COMFAORIENTE,900037353.0,ONCOMEDICAL I.P.S. S.A.S,582174821.0,
CCF050,COMFAORIENTE,900041610.0,TRANSPORTE SALUD IMÁGENES TRANSALIM LTDA,105395577.0,
CCF050,COMFAORIENTE,900075758.0,GASTROQUIRURGICA S.A.S.,157834992.0,
CCF050,COMFAORIENTE,900112351.0,UNIDAD HEMATO ONCOLOGICA ESPECIALIZADA IPS SAS,308819478.0,
CCF050,COMFAORIENTE,900155231.0,SANAMEDIC SOCIEDAD POR ACCIONES SIMPLIFICADA - S.A.S,15934962.0,
CCF050,COMFAORIENTE,900190045.0,ESE HOSPITAL REGIONAL MANUELA BELTRAN,1157729.0,
CCF050,COMFAORIENTE,900222303.0,"ATENCION EN REHABILITACION INTEGRAL S.A.S. ""ATERIN S.A.S.""",4345320.0,
CCF050,COMFAORIENTE,900225631.0,VIDAMEDICAL IPS S.A.S.,232152200.0,
CCF050,COMFAORIENTE,900241448.0,CARDIOLOGIA DIAGNOSTICA DEL NORTE S.A.S.- CARDINOR S.A.S.,52712539.0,
CCF050,COMFAORIENTE,900241734.0,CONFESALUD IPS LTDA.,13272925.0,
CCF050,COMFAORIENTE,900301770.0,NEUROCOOP REHABILITACION FISICA Y MEDICA INTEGRAL,348967061.0,
CCF050,COMFAORIENTE,900307987.0,VITAL MEDICAL CARE VIMEC S.A.S,28789263.0,
CCF050,COMFAORIENTE,900309444.0,HOSPICLINIC DE COLOMBIA S.A.S.,160886842.0,
CCF050,COMFAORIENTE,900315341.0,PIEL MEDICALSPA CENTRO DERMATOLOGICO IPS SAS,22779968.0,
CCF050,COMFAORIENTE,900332743.0,CENTRO DE ECO-RADIODIAGNOSTICOS S.A.S,75710462.0,
CCF050,COMFAORIENTE,900338359.0,IPS REHABILITACION INTEGRAL MARTA OMAÑA ASOCIADOS S.A.S,3023000.0,
CCF050,COMFAORIENTE,900386919.0,INSTITUTO NEUROLOGICO INFANTIL S.A.S.,79790051.0,
CCF050,COMFAORIENTE,900395846.0,SERVICIOS VIVIR S.A.S.,34952445.0,
CCF050,COMFAORIENTE,900470642.0,MEDICAL DUARTE ZF S.A.S,2208452553.0,
CCF050,COMFAORIENTE,900471992.0,NEUROALIADOS MEDICINA ESPECIALIZADA S.A.S.,110975097.0,
CCF050,COMFAORIENTE,900535099.0,DROGUERIA MAGRETH S.A.S.,221158445.0,
CCF050,COMFAORIENTE,900542979.0,CENTRO INTEGRAL DE ATENCION DIAGNOSTICA ESPECIALIZADA IPS SAS,1040436704.0,
CCF050,COMFAORIENTE,900575153.0,ANGIOVASCULAR MORENO,256192452.0,
CCF050,COMFAORIENTE,900580962.0,DISFARMA G.C. S.A.S.,645403640.0,
CCF050,COMFAORIENTE,900595259.0,SERVIMOS AMBULANCIAS DE COLOMBIA IPS S.A.S.,7692000.0,
CCF050,COMFAORIENTE,900635297.0,UNIDAD DE MEDICINA MATERNOFETAL NORFETUS SOCIEDAD POR ACCIONES SIMPLIFICADA,39961197.0,
CCF050,COMFAORIENTE,900704446.0,ECOIMAGEN SALUD S.A.S.,237410651.0,
CCF050,COMFAORIENTE,900717202.0,CENTRO INTEGRAL DE DIAGNOSTICO MEDICO I.P.S. S.A.S.,51449280.0,
CCF050,COMFAORIENTE,900752620.0,IPS CLINICAL HOUSE S.A.S.,210505372.0,
CCF050,COMFAORIENTE,900900693.0,INSTITUCION PRESTADORA DE SERVICIOS DE SALUD DOMICILIARIOS SANARTE CLÍNICA DE HERIDAS Y OSTOMIAS S.A.S.,34971798.0,
CCF050,COMFAORIENTE,900959048.0,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE E.S.E,1743413.0,
CCF050,COMFAORIENTE,900959051.0,SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE E.S.E,7195626.0,
CCF050,COMFAORIENTE,901127399.0,NEUMOLOGIA Y SERVICIOS DE REHABILITACION S.A.S,41066510.0,
CCF050,COMFAORIENTE,901139193.0,MIRED BARRANQUILLA IPS S.A.S.,12397253.0,
CCF050,COMFAORIENTE,901254971.0,CENTRO DE ATENCION MI RENACER S.A.S.,78745698.0,
CCF050,COMFAORIENTE,901313049.0,RED SALUD INTEGRAL IPS S.A.S.,28611000.0,
CCF050,COMFAORIENTE,901315238.0,IMAGEN DENTAL INTEGRAL IPS S.A.S.,125424783.0,
CCF050,COMFAORIENTE,901383010.0,UCIS DE COLOMBIA S.A.S.,1061734983.0,
CCF050,COMFAORIENTE,901417815.0,SOLUCIONES MEDICAS AVANZADAS S.A.S,1580834.0,
CCF055,CAJACOPI,800006850.0,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD SOACHA,6639997.0,
CCF055,CAJACOPI,800014918.0,E.S.E. HOSPITAL UNIVERSITARIO ERASMO MEOZ,73200258.0,
CCF055,CAJACOPI,800018233.0,SOMECA SAS BIC,3020529.0,
CCF055,CAJACOPI,800025755.0,IPS CLINICA SAN IGNACIO LTDA,72318975.0,
CCF055,CAJACOPI,800037021.0,HOSPITAL DEPARTAMENTAL DE GRANADA - EMPRESA SOCIAL DEL META,389461532.0,
CCF055,CAJACOPI,800037979.0,E.S.E. HOSPITAL LOCAL DE PUERTO LOPEZ,12450790.0,
CCF055,CAJACOPI,800067514.0,COMITÉ MUNICIPAL DE LA CRUZ ROJA DE MAICAO,11322193.0,
CCF055,CAJACOPI,800112725.0,FUNDACION OFTALMOLOGICA DEL CARIBE,116177957.0,
CCF055,CAJACOPI,800119945.0,HOSPITAL SAN ROQUE ESE,22435760.0,
CCF055,CAJACOPI,800129856.0,CLINICA DE LA COSTA S.A.S.,14180136.0,
CCF055,CAJACOPI,800130625.0,ESE HOSPITAL SAN CRISTOBAL DE CIENAGA,17373864.0,
CCF055,CAJACOPI,800150497.0,ESE HOSPITAL FRANCISCO CANOSSA,1000807.0,
CCF055,CAJACOPI,800154347.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA CANDELARIA,91201142.0,
CCF055,CAJACOPI,800162035.0,SERVICIOS MEDICOS INTEGRALES DE SALUD SAS SERVIMEDICOS SAS,61281769.0,
CCF055,CAJACOPI,800175901.0,CLINICA EMPERATRIZ SAS,300000002.0,
CCF055,CAJACOPI,800183943.0,CLINICA SANTA MARIA SAS,14038825.0,
CCF055,CAJACOPI,800191643.0,ESE HOSPITAL REGIONNAL II NIVEL DE SAN MARCOS,73481103.0,
CCF055,CAJACOPI,800193989.0,CENTRO DIAGNOSTICO DE ESPECIALISTAS LTDA,187588561.0,
CCF055,CAJACOPI,800194798.0,ORGANIZACION CLINICA BONNADONA PREVENIR S.A.S.,124999991.0,
CCF055,CAJACOPI,800197217.0,CLINICA DE ESPECIALISTAS MARIA AUXILIADORA S.A.S.,72018868.0,
CCF055,CAJACOPI,800197424.0,ASOCIACION MEDICA DE MEDICINA NUCLEAR LTDA NUCLEAR 2000 LTDA,44999998.0,
CCF055,CAJACOPI,800201726.0,FUNDACION POLICLINICA CIENAGA,21076354.0,
CCF055,CAJACOPI,800204153.0,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE LORICA,80045675.0,
CCF055,CAJACOPI,800218979.0,HOSPITAL SAN VICENTE ESE,5532222.0,
CCF055,CAJACOPI,800222844.0,RADIOIMAGENES RADIOLOGOS ASOCIADOS S.A.S.,17765099.0,
CCF055,CAJACOPI,800227279.0,TECNITRAUMA S.A.,800000000.0,
CCF055,CAJACOPI,800231038.0,GARCIA PEREZ MEDICA Y COMPAÑIA SAS,50479701.0,
CCF055,CAJACOPI,800234860.0,LITOTRICIA S.A.,31088809.0,
CCF055,CAJACOPI,800235973.0,CENTRO DE DIALISIS SANTA MARGARITA,51517095.0,
CCF055,CAJACOPI,802000909.0,CLINICA LOS ALMENDROS SAS,36328586.0,
CCF055,CAJACOPI,802009463.0,ESE CENTRO DE SALUD DE TUBARÁ,51289628.0,
CCF055,CAJACOPI,802009914.0,VISION DEL LITORAL SAS,26252465.0,
CCF055,CAJACOPI,802010301.0,ESE HOSPITAL DE CANDELARIA,1587198.0,
CCF055,CAJACOPI,802010728.0,UROCENTRO LTDA,289373630.0,
CCF055,CAJACOPI,802013023.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL MATERNO INFANTIL CIUDADELA METROPOLITANA DE SOLEDAD,603590912.0,
CCF055,CAJACOPI,802014132.0,INSTITUTO DE TRASPLANTE DE MÉDULA OSEA DE LA COSTA IPS S.A.S,141082219.0,
CCF055,CAJACOPI,802019573.0,CLINICA PORVENIR LIMITADA,149865225.0,
CCF055,CAJACOPI,802019914.0,MAXIVISION S.A.S IPS,255234804.0,
CCF055,CAJACOPI,802019932.0,I.P.S SALUD PLENA S.A.S,19999999.0,
CCF055,CAJACOPI,802020334.0,QUIMIOSALUD S.A.S,900000005.0,
