COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,"TOTAL GIRO 
FEBRERO 2023",OBSERVACIÓN
CCF033,EPS FAMILIAR DE COLOMBIA,901489682.0,CLINICA DE SALUD MENTAL SANTA TERESA SAS,8210154.0,
CCF050,COMFAORIENTE,800012189.0,CLINICA SAN JOSE DE CUCUTA SA,1427699181.0,
CCF050,COMFAORIENTE,800014918.0,E.S.E. HOSPITAL UNIVERSITARIO ERASMO MEOZ,912505478.0,
CCF050,COMFAORIENTE,800026173.0,ESE HOSPITAL HELI MORENO BLANCO,3381351.0,
CCF050,COMFAORIENTE,800084206.0,EMPRESA SOCIAL DEL ESTADO INSTITUTO DE SALUD DE BUCARAMANGA,1120707.0,
CCF050,COMFAORIENTE,800099778.0,ASOCIACIÓN NIÑOS DE PAPEL,2149850.0,
CCF050,COMFAORIENTE,800106375.0,NUCLEAR SAN JOSE S.A.,26514494.0,
CCF050,COMFAORIENTE,800165163.0,ODONTOCUCUTA S.A,3888326.0,
CCF050,COMFAORIENTE,804015473.0,UNIDAD ESPECIALIZADA EN ATENCIÓN TERAPÉUTICA S.A.S IPS - UNESAT S.A.S. IPS,1864100.0,
CCF050,COMFAORIENTE,805011262.0,RTS S.A.S,170286045.0,
CCF050,COMFAORIENTE,805027743.0,DUMIAN MÉDICAL S.A.S,18781692.0,
CCF050,COMFAORIENTE,807000799.0,UROLOGOS DEL NORTE DE SANTANDER URONORTE S.A.,68759492.0,
CCF050,COMFAORIENTE,807000832.0,LABORATORIO CLINICO ESPECIALIZADO LTDA,5548200.0,
CCF050,COMFAORIENTE,807001041.0,CENTRO MEDICO LA SAMARITANA LTDA,9180215.0,
CCF050,COMFAORIENTE,807001311.0,SERVICIOS INTEGRALES DE SALUD LTDA -SERINSA,101312223.0,
CCF050,COMFAORIENTE,807002152.0,CLINICA OFTALMOLOGICA PEÑARANDA S.A.S,104153863.0,
CCF050,COMFAORIENTE,807002424.0,CLINICA DE CANCEROLOGIA DEL NORTE DE SANTANDER LTDA.,1153913587.0,
CCF050,COMFAORIENTE,807003768.0,RADIOTERAPIA DEL NORTE LTDA.,65523296.0,
CCF050,COMFAORIENTE,807004352.0,EMPRESA SOCIAL DEL ESTADO IMSALUD,20736340.0,
CCF050,COMFAORIENTE,807004393.0,E.S.E. HOSPITAL LOCAL MUNICIPIO DE LOS PATIOS,1299292.0,
CCF050,COMFAORIENTE,807004631.0,E.S.E.HOSPITAL LOCAL VILLA DEL ROSARIO,1751890.0,
CCF050,COMFAORIENTE,807004665.0,ESE HOSPITAL JUAN LUIS LONDOÑO,1940688.0,
CCF050,COMFAORIENTE,807005711.0,"ASOCIACION DE PATOLOGOS ""ASOPAT"" LTDA.",3515435.0,
CCF050,COMFAORIENTE,807008824.0,E.S.E. HOSPITAL REGIONAL CENTRO,1591369.0,
CCF050,COMFAORIENTE,807008827.0,E.S.E. HOSPITAL REGIONAL SURORIENTAL-CHINACOTA,1353370.0,
CCF050,COMFAORIENTE,807008842.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL NOROCCIDENTAL,2015065.0,
CCF050,COMFAORIENTE,814003448.0,AUDIOCOM IPS,14417580.0,
CCF050,COMFAORIENTE,829001256.0,ESE HOSPITAL MANUEL ELKIN PATARROYO,1947953.0,
CCF050,COMFAORIENTE,830007355.0,FRESENIUS MEDICAL CARE COLOMBIA S.A.,196959960.0,
CCF050,COMFAORIENTE,860013779.0,ASOCIACIÓN PROFAMILIA,49509757.0,
CCF050,COMFAORIENTE,890208758.0,CLINICA MATERNO INFANTIL SAN LUIS S.A,23856193.0,
CCF050,COMFAORIENTE,890212568.0,FUNDACION CARDIOVASCULAR DE COLOMBIA,562578425.0,
CCF050,COMFAORIENTE,890500060.0,CLINICA SANTA ANA S.A.,465031367.0,
CCF050,COMFAORIENTE,890500810.0,E.S.E. HOSPITAL MENTAL RUDESINDO SOTO,159524670.0,
CCF050,COMFAORIENTE,890501019.0,ESE HOSPITAL SAN JUAN DE DIOS DE PAMPLONA,58042937.0,
CCF050,COMFAORIENTE,890501438.0,E.S.E. HOSPITAL EMIRO QUINTERO CAÑIZARES,536910000.0,
CCF050,COMFAORIENTE,890503532.0,CLINICA LOS ANDES LTDA.,74907600.0,
CCF050,COMFAORIENTE,890505755.0,OPTICA CIENTIFICA Y CIA LTDA,12665900.0,
CCF050,COMFAORIENTE,890506459.0,CLINICA Y DROGUERIA NTRA SRA DE TORCOROMA S.A.S.,205127698.0,
CCF050,COMFAORIENTE,890900518.0,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,72669208.0,
CCF050,COMFAORIENTE,890904646.0,"HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO",9223025.0,
CCF050,COMFAORIENTE,891180134.0,E.S.E. HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PITALITO,1874237.0,
CCF050,COMFAORIENTE,891580002.0,HOSPITAL UNIVERSITARIO SAN JOSE DE POPAYAN E.S.E.,2386639.0,
CCF050,COMFAORIENTE,891855438.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE DUITAMA,1137315.0,
CCF050,COMFAORIENTE,899999092.0,INSTITUTO NACIONAL DE CANCEROLOGIA - EMPRESA SOCIAL DEL ESTADO,4641476.0,
CCF050,COMFAORIENTE,900006037.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE SANTANDER,101418083.0,
CCF050,COMFAORIENTE,900017916.0,SERVICIOS ESPECIALIZADOS FCB S.A.S,1206419.0,
CCF050,COMFAORIENTE,900037353.0,ONCOMEDICAL I.P.S. S.A.S,407865310.0,
CCF050,COMFAORIENTE,900041610.0,TRANSPORTE SALUD IMÁGENES TRANSALIM LTDA,160830952.0,
CCF050,COMFAORIENTE,900066347.0,E.S.E. HOSPITAL REGIONAL SAN GIL,9993540.0,
CCF050,COMFAORIENTE,900075758.0,GASTROQUIRURGICA S.A.S.,109528995.0,
CCF050,COMFAORIENTE,900112351.0,UNIDAD HEMATO ONCOLOGICA ESPECIALIZADA IPS SAS,254919378.0,
CCF050,COMFAORIENTE,900155231.0,SANAMEDIC SOCIEDAD POR ACCIONES SIMPLIFICADA - S.A.S,28282047.0,
CCF050,COMFAORIENTE,900191362.0,SOCIEDAD DE OFTALMOLOGIA Y CIRUGIA PLASTICA DE CUCUTA S.A.,59418870.0,
CCF050,COMFAORIENTE,900204617.0,MEDICUC IPS LTDA,14207551.0,
CCF050,COMFAORIENTE,900222303.0,"ATENCION EN REHABILITACION INTEGRAL S.A.S. ""ATERIN S.A.S.""",4651080.0,
CCF050,COMFAORIENTE,900225631.0,VIDAMEDICAL IPS S.A.S.,202079000.0,
CCF050,COMFAORIENTE,900241448.0,CARDIOLOGIA DIAGNOSTICA DEL NORTE S.A.S.- CARDINOR S.A.S.,2027813.0,
CCF050,COMFAORIENTE,900241734.0,CONFESALUD IPS LTDA.,8105834.0,
CCF050,COMFAORIENTE,900257281.0,IPS MEDCARE DE COLOMBIA S.A.S.,4672500.0,
CCF050,COMFAORIENTE,900301770.0,NEUROCOOP REHABILITACION FISICA Y MEDICA INTEGRAL,742975025.0,
CCF050,COMFAORIENTE,900307987.0,VITAL MEDICAL CARE VIMEC S.A.S,82258650.0,
CCF050,COMFAORIENTE,900309444.0,HOSPICLINIC DE COLOMBIA S.A.S.,64308272.0,
CCF050,COMFAORIENTE,900315341.0,PIEL MEDICALSPA CENTRO DERMATOLOGICO IPS SAS,31338102.0,
CCF050,COMFAORIENTE,900332743.0,CENTRO DE ECO-RADIODIAGNOSTICOS S.A.S,71375452.0,
CCF050,COMFAORIENTE,900338359.0,IPS REHABILITACION INTEGRAL MARTA OMAÑA ASOCIADOS S.A.S,17466000.0,
CCF050,COMFAORIENTE,900386919.0,INSTITUTO NEUROLOGICO INFANTIL S.A.S.,62515264.0,
CCF050,COMFAORIENTE,900395846.0,SERVICIOS VIVIR S.A.S.,20917280.0,
CCF050,COMFAORIENTE,900470642.0,MEDICAL DUARTE ZF S.A.S,2728650904.0,
CCF050,COMFAORIENTE,900471992.0,NEUROALIADOS MEDICINA ESPECIALIZADA S.A.S.,95446034.0,
CCF050,COMFAORIENTE,900535099.0,DROGUERIA MAGRETH S.A.S.,374131299.0,
CCF050,COMFAORIENTE,900542979.0,CENTRO INTEGRAL DE ATENCION DIAGNOSTICA ESPECIALIZADA IPS SAS,901793768.0,
CCF050,COMFAORIENTE,900575153.0,ANGIOVASCULAR MORENO,39138538.0,
CCF050,COMFAORIENTE,900580962.0,DISFARMA G.C. S.A.S.,1085107665.0,
CCF050,COMFAORIENTE,900595259.0,SERVIMOS AMBULANCIAS DE COLOMBIA IPS S.A.S.,5411000.0,
CCF050,COMFAORIENTE,900635297.0,UNIDAD DE MEDICINA MATERNOFETAL NORFETUS SOCIEDAD POR ACCIONES SIMPLIFICADA,23849098.0,
CCF050,COMFAORIENTE,900704446.0,ECOIMAGEN SALUD S.A.S.,153288944.0,
CCF050,COMFAORIENTE,900717202.0,CENTRO INTEGRAL DE DIAGNOSTICO MEDICO I.P.S. S.A.S.,35718960.0,
CCF050,COMFAORIENTE,900752620.0,IPS CLINICAL HOUSE S.A.S.,89939010.0,
CCF050,COMFAORIENTE,900900155.0,CENTRO DE CUIDADOS CARDIONEUROVASCULARES PABON SAS,49387336.0,
CCF050,COMFAORIENTE,900900693.0,INSTITUCION PRESTADORA DE SERVICIOS DE SALUD DOMICILIARIOS SANARTE CLÍNICA DE HERIDAS Y OSTOMIAS S.A.S.,110189740.0,
CCF050,COMFAORIENTE,901127399.0,NEUMOLOGIA Y SERVICIOS DE REHABILITACION S.A.S,34111077.0,
CCF050,COMFAORIENTE,901220248.0,HELP TRAUMA SALUD Y ORTOPEDIA IPS SAS,2996280.0,
CCF050,COMFAORIENTE,901222235.0,UNIDAD DE HEMODINAMIA Y TERAPIA ENDOVASCULAR DEL NORTE DE SANTANDER S.A.S,11968189.0,
CCF050,COMFAORIENTE,901254971.0,CENTRO DE ATENCION MI RENACER S.A.S.,55099570.0,
CCF050,COMFAORIENTE,901313049.0,RED SALUD INTEGRAL IPS S.A.S.,68195200.0,
CCF050,COMFAORIENTE,901315238.0,IMAGEN DENTAL INTEGRAL IPS S.A.S.,158104378.0,
CCF050,COMFAORIENTE,901383010.0,UCIS DE COLOMBIA S.A.S.,243549343.0,
CCF050,COMFAORIENTE,901417815.0,SOLUCIONES MEDICAS AVANZADAS S.A.S,9775282.0,
CCF055,CAJACOPI,800000118.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL DEPARTAMENTAL UNIVERSITARIO DEL QUINDIO SAN JUAN DE DIOS,106972955.0,
CCF055,CAJACOPI,800018233.0,SOMECA MALAMBO,6983422.0,
CCF055,CAJACOPI,800037021.0,HOSPITAL DEPARTAMENTAL DE GRANADA - EMPRESA SOCIAL DEL META,657491437.0,
CCF055,CAJACOPI,800037202.0,HOSPITAL PRIMER NIVEL DE GUAMAL,2386284.0,
CCF055,CAJACOPI,800037979.0,E.S.E. HOSPITAL LOCAL DE PUERTO LOPEZ,7966197.0,
CCF055,CAJACOPI,800058016.0,EMPRESA SOCIAL DEL ESTADO METROSALUD,34885387.0,
CCF055,CAJACOPI,800066001.0,CENTRO MEDICO OFTALMOLOGICO Y LABORATORIO CLINICO ANDRADE NARVAEZ SIGLA COLCAN S.A.S.,99945451.0,
CCF055,CAJACOPI,800067514.0,COMITÉ MUNICIPAL DE LA CRUZ ROJA DE MAICAO,21749495.0,
CCF055,CAJACOPI,800075650.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTO TOMAS,4584350.0,
CCF055,CAJACOPI,800101022.0,ESE HOSPITAL NUESTRA SEÑORA DEL PILAR,4593100.0,
CCF055,CAJACOPI,800112725.0,FUNDACION OFTALMOLOGICA DEL CARIBE,126325623.0,
CCF055,CAJACOPI,800119945.0,HOSPITAL SAN ROQUE ESE,1836671.0,
CCF055,CAJACOPI,800129856.0,CLINICA DE LA COSTA S.A.S.,261050331.0,
CCF055,CAJACOPI,800130625.0,ESE HOSPITAL SAN CRISTOBAL DE CIENAGA,21693298.0,
CCF055,CAJACOPI,800150497.0,ESE HOSPITAL FRANCISCO CANOSSA,1878955.0,
CCF055,CAJACOPI,800154347.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA CANDELARIA,180322453.0,
CCF055,CAJACOPI,800162035.0,SERVICIOS MEDICOS INTEGRALES DE SALUD SAS SERVIMEDICOS SAS,107656239.0,
CCF055,CAJACOPI,800174123.0,ESE HOSPITAL DE SANTO TOMAS,2517820.0,
CCF055,CAJACOPI,800174375.0,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,1857362.0,
CCF055,CAJACOPI,800175901.0,CLINICA EMPERATRIZ SAS,99487621.0,
CCF055,CAJACOPI,800183943.0,CLINICA SANTA MARIA SAS,62148284.0,
CCF055,CAJACOPI,800187260.0,INSTITUTO DE ENFERMEDADES DIGESTIVAS DE COLOMBIA S.A.S,46569944.0,
CCF055,CAJACOPI,800191643.0,ESE HOSPITAL REGIONNAL II NIVEL DE SAN MARCOS,27509454.0,
CCF055,CAJACOPI,800193989.0,CENTRO DIAGNOSTICO DE ESPECIALISTAS LTDA,89624299.0,
CCF055,CAJACOPI,800194798.0,ORGANIZACION CLINICA BONNADONA PREVENIR S.A.S.,85055459.0,
CCF055,CAJACOPI,800197217.0,CLINICA DE ESPECIALISTAS MARIA AUXILIADORA S.A.S.,97536322.0,
CCF055,CAJACOPI,800197424.0,ASOCIACION MEDICA DE MEDICINA NUCLEAR LTDA NUCLEAR 2000 LTDA,40411748.0,
CCF055,CAJACOPI,800201726.0,FUNDACION POLICLINICA CIENAGA,164721752.0,
CCF055,CAJACOPI,800204153.0,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE LORICA,435235335.0,
CCF055,CAJACOPI,800222844.0,RADIOIMAGENES RADIOLOGOS ASOCIADOS S.A.S.,59091720.0,
CCF055,CAJACOPI,800227279.0,TECNITRAUMA S.A.,399999999.0,
CCF055,CAJACOPI,800227877.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL FRANCISCO LUIS JIMENEZ MARTINEZ,1011524.0,
CCF055,CAJACOPI,800234339.0,LABORATORIO CLINICO PROCESAR IPS SAS,114960931.0,
CCF055,CAJACOPI,800234860.0,LITOTRICIA S.A.,3714727.0,
CCF055,CAJACOPI,800235973.0,CENTRO DE DIALISIS SANTA MARGARITA,60766152.0,
CCF055,CAJACOPI,802000909.0,CLINICA LOS ALMENDROS SAS,217526139.0,
CCF055,CAJACOPI,802001084.0,IPS CLINICA SANTA ANA DE BARANOA,28814860.0,
CCF055,CAJACOPI,802003081.0,E.S.E. HOSPITAL MUNICIPAL DE SABANAGRANDE,3711873.0,
CCF055,CAJACOPI,802003414.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE JUAN DE ACOSTA,6186951.0,
CCF055,CAJACOPI,802004549.0,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE POLONUEVO,35926950.0,
CCF055,CAJACOPI,802006267.0,ESE CENTRO DE SALUD CON CAMAS DE PALMAR DE VARELA,3097447.0,
CCF055,CAJACOPI,802006337.0,TAMARA IMÁGENES DIAGNOSTICAS S.A.S,249698204.0,
CCF055,CAJACOPI,802007798.0,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE GALAPA,2653223.0,
CCF055,CAJACOPI,802009463.0,ESE CENTRO DE SALUD DE TUBARÁ,22907169.0,
CCF055,CAJACOPI,802009783.0,CLINICA SAN RAFAEL LTDA,99240330.0,
CCF055,CAJACOPI,802009914.0,VISION DEL LITORAL SAS,48696836.0,
CCF055,CAJACOPI,802010728.0,UROCENTRO LTDA,239373630.0,
CCF055,CAJACOPI,802014132.0,INSTITUTO DE TRASPLANTE DE MÉDULA OSEA DE LA COSTA IPS S.A.S,142165278.0,
CCF055,CAJACOPI,802019573.0,CLINICA PORVENIR LIMITADA,126821982.0,
CCF055,CAJACOPI,802019914.0,MAXIVISION LTDA IPS,161572470.0,
CCF055,CAJACOPI,802019932.0,I.P.S SALUD PLENA S.A.S,23020171.0,
CCF055,CAJACOPI,802020334.0,QUIMIOSALUD S.A.S,357401355.0,
CCF055,CAJACOPI,802022775.0,CENTRO DE SALUD AGRUPASALUD IPS SAS,63555164.0,
CCF055,CAJACOPI,802025301.0,IPS CENTRO DE ATENCION PULMONAR CAP LTDA,4927384.0,
CCF055,CAJACOPI,805010659.0,AMANECER MEDICO SAS,6039518.0,
CCF055,CAJACOPI,806001061.0,EMPRESA SOCIAL DEL ESTADO CLINICA MATERNIDAD RAFAEL CALVO,50284883.0,
CCF055,CAJACOPI,806005602.0,ESE HOSPITAL LOCAL TURBACO,1424875.0,
CCF055,CAJACOPI,806006414.0,E.S.E. HOSPITAL LOCAL SAN JUAN NEPOMUCENO,1054288.0,
CCF055,CAJACOPI,806007923.0,E.S.E. HOSPITAL LOCAL ARJONA,820899.0,
CCF055,CAJACOPI,806008356.0,UCI DEL CARIBE SAS,5949099.0,
CCF055,CAJACOPI,806008828.0,FUNDACIÓN CENTRO MEDICO PARA EL DESARROLLO HUMANO EN SALUD,289755007.0,
CCF055,CAJACOPI,806010305.0,ESE HOSPITAL LOCAL CARTAGENA DE INDIAS,3199688.0,
CCF055,CAJACOPI,806015513.0,CENTRO DE REHABILITACION FISICA LUCY ORDOÑEZ SAS,6668861.0,
CCF055,CAJACOPI,812000300.0,ESE HOSPITAL SAGRADO CORAZON DE JESUS,1942090.0,
CCF055,CAJACOPI,812000317.0,ESE HOSPITAL SAN JOSE DE TIERRALTA,6628214.0,
CCF055,CAJACOPI,812000527.0,CLINICA SAHAGUN I.P.S. S.A,119524980.0,
CCF055,CAJACOPI,812001219.0,E.S.E HOSPITAL SAN JORGE,1389643.0,
CCF055,CAJACOPI,812001520.0,E.S.E. CAMU DE PUEBLO NUEVO,22901750.0,
CCF055,CAJACOPI,812001579.0,ESE CAMU SAN RAFAEL,1664489.0,
CCF055,CAJACOPI,812001792.0,E.S.E CAMU DE PURISIMA,282700.0,
CCF055,CAJACOPI,812001868.0,E.S.E. HOSPITAL SAN JOSÉ DE CANALETE,1462622.0,
CCF055,CAJACOPI,812002836.0,ESE CAMU DEL PRADO,1901751.0,
CCF055,CAJACOPI,812002958.0,CLINICA LA TRINIDAD I.P.S. LTDA,100000003.0,
CCF055,CAJACOPI,812003676.0,OPTICA SOCIAL SAS,1286005.0,
CCF055,CAJACOPI,812003726.0,E.S.E. CENTRO DE SALUD DE COTORRA,951307.0,
CCF055,CAJACOPI,812003851.0,ESE HOSPITAL SAN JUAN DE SAHAGUN,196402558.0,
CCF055,CAJACOPI,812004935.0,CLINICA MATERNO INFANTIL CASA DEL NIÑO S.A.S,88001005.0,
