COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,TOTAL GIRO ABRIL 2023,OBSERVACIÓN
CCF033,EPS FAMILIAR DE COLOMBIA,890680027.0,E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ,5135354,
CCF033,EPS FAMILIAR DE COLOMBIA,890901826.0,HOSPITAL PABLO TOBON URIBE,6646979,
CCF033,EPS FAMILIAR DE COLOMBIA,890980757.0,ESE HOSPITAL CESAR URIBE PIEDRAHITA,2930700,
CCF033,EPS FAMILIAR DE COLOMBIA,891079999.0,ESE HOSPITAL SAN JERÓNIMO DE MONTERÍA,46273970,
CCF033,EPS FAMILIAR DE COLOMBIA,891180268.0,E.S.E. HOSPITAL UNIVERSITARIO HERNANDO MONCALEANO PERDOMO DE NEIVA,1794153,
CCF033,EPS FAMILIAR DE COLOMBIA,892115009.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DE LOS REMEDIOS,9899048,
CCF033,EPS FAMILIAR DE COLOMBIA,892120115.0,ESE HOSPITAL SAN JOSE DE MAICAO,35240548,
CCF033,EPS FAMILIAR DE COLOMBIA,892200273.0,CLINICA LAS PEÑITAS S.A.S,12452893,
CCF033,EPS FAMILIAR DE COLOMBIA,892201100.0,LIGA CONTRA EL CÁNCER SECCIONAL SUCRE,17126795,
CCF033,EPS FAMILIAR DE COLOMBIA,892280033.0,HOSPITAL UNIVERSITARIO DE SINCELEJO E.S.E,697230181,
CCF033,EPS FAMILIAR DE COLOMBIA,892399994.0,HOSPITAL ROSARIO PUMAREJO DE LOPEZ - EMPRESA SOCIAL DEL ESTADO,13777603,
CCF033,EPS FAMILIAR DE COLOMBIA,900005955.0,CLÍNICA LA ESPERANZA DE MONTERÍA S.A.S.,25538413,
CCF033,EPS FAMILIAR DE COLOMBIA,900006037.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE SANTANDER,6978959,
CCF033,EPS FAMILIAR DE COLOMBIA,900015779.0,SOCIEDAD DE HEMODINAMIA SANTA MARIA S.A.S,57522637,
CCF033,EPS FAMILIAR DE COLOMBIA,900047571.0,IPSI OUTAJIAPALA,54000000,
CCF033,EPS FAMILIAR DE COLOMBIA,900116275.0,UNIDAD DE DIAGNOSTICO CLINICO O IMAGENOLOGICO E.U.,3640494,
CCF033,EPS FAMILIAR DE COLOMBIA,900118990.0,CENTRO DE FISIOTERAPIA REHABILITAR DRA. MARTA CANTILLO MARTINEZ S.A.S.,112500000,
CCF033,EPS FAMILIAR DE COLOMBIA,900119472.0,IPS TOLUSALUD LTDA,30523658,
CCF033,EPS FAMILIAR DE COLOMBIA,900164946.0,CLINICA PEDIATRICA NIÑO JESUS S.A.S,90038528,
CCF033,EPS FAMILIAR DE COLOMBIA,900172745.0,UNIDAD DE DIAGNOSTICO GINECOLOGICO Y PRENATAL SER MUJER S.A.S,5940005,
CCF033,EPS FAMILIAR DE COLOMBIA,900177624.0,ANASHIWAYA IPSI,47973975,
CCF033,EPS FAMILIAR DE COLOMBIA,900188717.0,IPS IMAGEN DIAGNOSTICA S.A.S,3921035,
CCF033,EPS FAMILIAR DE COLOMBIA,900196346.0,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN,1070857,
CCF033,EPS FAMILIAR DE COLOMBIA,900205591.0,INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI,2993213,
CCF033,EPS FAMILIAR DE COLOMBIA,900217343.0,CLINICA OFTALMOLOGICA DE SUCRE S.A.S,41235510,
CCF033,EPS FAMILIAR DE COLOMBIA,900219120.0,VIVA 1A IPS SA,394204000,
CCF033,EPS FAMILIAR DE COLOMBIA,900233294.0,CLINICA GENERAL DEL CARIBE S.A.,6016173,
CCF033,EPS FAMILIAR DE COLOMBIA,900272582.0,CLINICA SAN JUAN BAUTISTA S.A.S.,25754934,
CCF033,EPS FAMILIAR DE COLOMBIA,900296050.0,ODONTO TOTAL E.U.,13942919,
CCF033,EPS FAMILIAR DE COLOMBIA,900324225.0,"SOCIEDAD PARA LA ATENCION MEDICA E IMAGENES DIAGNOSTICAS SAS ""SOMID SAS """,25037902,
CCF033,EPS FAMILIAR DE COLOMBIA,900328332.0,CARDIOCARE SERVICES SAS,71726387,
CCF033,EPS FAMILIAR DE COLOMBIA,900390423.0,PROMOTORA CLINICA ZONA FRANCA DE URABA SAS,9512419,
CCF033,EPS FAMILIAR DE COLOMBIA,900449481.0,MEDICINA INTEGRAL DEL CARIBE SAS,5479929,
CCF033,EPS FAMILIAR DE COLOMBIA,900468210.0,CENTRO DE RESONANCIA MAGNETICA DEL NORTE S.A.S,6888125,
CCF033,EPS FAMILIAR DE COLOMBIA,900508066.0,CMIACIPSGUAJIRA SAS,22174915,
CCF033,EPS FAMILIAR DE COLOMBIA,900532504.0,DAVITA S.A.S.,7140000,
CCF033,EPS FAMILIAR DE COLOMBIA,900550249.0,IPS CARDIOCENTRO PEDIATRICO DE SUCRE S.A.S,16347162,
CCF033,EPS FAMILIAR DE COLOMBIA,900581036.0,GASTROCENTRO S.A.S,7422955,
CCF033,EPS FAMILIAR DE COLOMBIA,900602320.0,CLINICA LA MISERICORDIA,7621981,
CCF033,EPS FAMILIAR DE COLOMBIA,900656493.0,IPS PUNTO VITAL SAS,724294000,
CCF033,EPS FAMILIAR DE COLOMBIA,900691119.0,ORTOPEDICA EUROPEA S.A.S.,235672266,
CCF033,EPS FAMILIAR DE COLOMBIA,900728399.0,CENTRO SALUD DE LA GUAJIRA S.A.S,7982077,
CCF033,EPS FAMILIAR DE COLOMBIA,900729157.0,RESONANCIA DE ALTA TECNOLOGIA DEL CARIBE SAS,11694674,
CCF033,EPS FAMILIAR DE COLOMBIA,900734605.0,CENTRO DE REHABILITACION TERAPEUTICO INTEGRAL S.A.S.,22315500,
CCF033,EPS FAMILIAR DE COLOMBIA,900772014.0,SEDARTE MEDICINA ESPECIALIZADA SAS,6750792,
CCF033,EPS FAMILIAR DE COLOMBIA,900794134.0,IPS INDIGENA KOTTUSHI SAO ANA>A,607500000,
CCF033,EPS FAMILIAR DE COLOMBIA,900795851.0,IPSI EITERRA JAWAPIA,306000000,
CCF033,EPS FAMILIAR DE COLOMBIA,900798865.0,911 ASITENCIA MEDICA DOMICILIARIA IPS SAS,16036677,
CCF033,EPS FAMILIAR DE COLOMBIA,900839714.0,PROFHARMA SALUD IPS S.A.S,3126683,
CCF033,EPS FAMILIAR DE COLOMBIA,900839869.0,CLINICA SANTA ANA DE DIOS S.A.S.,229694095,
CCF033,EPS FAMILIAR DE COLOMBIA,900874167.0,OPTIMUS HEALTH SAS,5776446,
CCF033,EPS FAMILIAR DE COLOMBIA,900919030.0,IPS LA DIVINA MISERICORDIA S.A.S,217652501,
CCF033,EPS FAMILIAR DE COLOMBIA,900943534.0,DIAGNOSTISALUD S.A.S,11772291,
CCF033,EPS FAMILIAR DE COLOMBIA,900957660.0,DELTA SALUD S.A.S,16691879,
CCF033,EPS FAMILIAR DE COLOMBIA,900959048.0,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE E.S.E,2571076,
CCF033,EPS FAMILIAR DE COLOMBIA,900959051.0,SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE E.S.E,1378263,
CCF033,EPS FAMILIAR DE COLOMBIA,900966539.0,FUNDACION TRAZANDO CAMINOS,136730000,
CCF033,EPS FAMILIAR DE COLOMBIA,900995574.0,MEDIPOHDS,234613773,
CCF033,EPS FAMILIAR DE COLOMBIA,901085352.0,INSTITUTO MEDICO DE ALTA TECNOLOGÍA S.A.S,283257763,
CCF033,EPS FAMILIAR DE COLOMBIA,901094037.0,TRAUMACENTRO S.A.S,35853565,
CCF033,EPS FAMILIAR DE COLOMBIA,901139193.0,MIRED BARRANQUILLA IPS S.A.S.,17932250,
CCF033,EPS FAMILIAR DE COLOMBIA,901161920.0,FUNDACION AZUL REY,66734000,
CCF033,EPS FAMILIAR DE COLOMBIA,901182802.0,SERVICIOS MEDICOS INTEGRALES IPS S.A.S,653159000,
CCF033,EPS FAMILIAR DE COLOMBIA,901204233.0,ROSARY HEALTH CARE SAS,22300367,
CCF033,EPS FAMILIAR DE COLOMBIA,901219760.0,SUMEICOL IPS SAS,10314685,
CCF033,EPS FAMILIAR DE COLOMBIA,901314216.0,MEDI VIDA IPS S.A.S,284566000,
CCF033,EPS FAMILIAR DE COLOMBIA,901341454.0,INTTEGRAL I.P.S S.A.S,104748000,
CCF033,EPS FAMILIAR DE COLOMBIA,901353186.0,UCI LAS MERCEDES DE COROZAL SAS,33116905,
CCF033,EPS FAMILIAR DE COLOMBIA,901483168.0,GHG GLOBAL HEALTH GROUP SAS,396097872,
CCF033,EPS FAMILIAR DE COLOMBIA,901489682.0,CLINICA DE SALUD MENTAL SANTA TERESA SAS,40962094,
CCF050,COMFAORIENTE,800012189.0,CLINICA SAN JOSE DE CUCUTA SA,2492032285,
CCF050,COMFAORIENTE,800014918.0,E.S.E. HOSPITAL UNIVERSITARIO ERASMO MEOZ,1575726574,
CCF050,COMFAORIENTE,800026173.0,ESE HOSPITAL HELI MORENO BLANCO,2693664,
CCF050,COMFAORIENTE,800106375.0,NUCLEAR SAN JOSE S.A.,18716075,
CCF050,COMFAORIENTE,800176890.0,CLINICA MEDICO QUIRURGICA S.A,13356914,
CCF050,COMFAORIENTE,800231215.0,HOSPITAL DEL SARARE ESE,3224843,
CCF050,COMFAORIENTE,805011262.0,RTS S.A.S,173018648,
CCF050,COMFAORIENTE,805027743.0,DUMIAN MÉDICAL S.A.S,13545252,
CCF050,COMFAORIENTE,807000799.0,UROLOGOS DEL NORTE DE SANTANDER URONORTE S.A.,72137754,
CCF050,COMFAORIENTE,807000832.0,LABORATORIO CLINICO ESPECIALIZADO LTDA,13145008,
CCF050,COMFAORIENTE,807001041.0,CENTRO MEDICO LA SAMARITANA LTDA,2974430,
CCF050,COMFAORIENTE,807002152.0,CLINICA OFTALMOLOGICA PEÑARANDA S.A.S,305452492,
CCF050,COMFAORIENTE,807002424.0,CLINICA DE CANCEROLOGIA DEL NORTE DE SANTANDER LTDA.,614317903,
CCF050,COMFAORIENTE,807003768.0,RADIOTERAPIA DEL NORTE LTDA.,73005795,
CCF050,COMFAORIENTE,807004352.0,EMPRESA SOCIAL DEL ESTADO IMSALUD,10637607,
CCF050,COMFAORIENTE,807004393.0,E.S.E. HOSPITAL LOCAL MUNICIPIO DE LOS PATIOS,1840289,
CCF050,COMFAORIENTE,807004631.0,E.S.E.HOSPITAL LOCAL VILLA DEL ROSARIO,2706410,
CCF050,COMFAORIENTE,807004665.0,ESE HOSPITAL JUAN LUIS LONDOÑO,2291172,
CCF050,COMFAORIENTE,807005711.0,"ASOCIACION DE PATOLOGOS ""ASOPAT"" LTDA.",6016393,
CCF050,COMFAORIENTE,807008824.0,E.S.E. HOSPITAL REGIONAL CENTRO,1415400,
CCF050,COMFAORIENTE,807008827.0,E.S.E. HOSPITAL REGIONAL SURORIENTAL-CHINACOTA,2213155,
CCF050,COMFAORIENTE,807008842.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL NOROCCIDENTAL,1600960,
CCF050,COMFAORIENTE,807008857.0,ESE HOSPITAL REGIONAL NORTE,13165554,
CCF050,COMFAORIENTE,814003448.0,AUDIOCOM IPS,19158140,
CCF050,COMFAORIENTE,830007355.0,FRESENIUS MEDICAL CARE COLOMBIA S.A.,203680953,
CCF050,COMFAORIENTE,860013779.0,ASOCIACIÓN PROFAMILIA,28371475,
CCF050,COMFAORIENTE,860015536.0,HOSPITAL UNIVERSITARIO SAN IGNACIO,1484176,
CCF050,COMFAORIENTE,860037950.0,FUNDACION SANTA FE DE BOGOTA,45908165,
CCF050,COMFAORIENTE,890202024.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS DE FLORIDABLANCA,5244298,
CCF050,COMFAORIENTE,890203242.0,CLÍNICA GIRON ESE,1242099,
CCF050,COMFAORIENTE,890212568.0,FUNDACION CARDIOVASCULAR DE COLOMBIA,57335215,
CCF050,COMFAORIENTE,890500060.0,CLINICA SANTA ANA S.A.,586453143,
CCF050,COMFAORIENTE,890500810.0,E.S.E. HOSPITAL MENTAL RUDESINDO SOTO,101288708,
CCF050,COMFAORIENTE,890501019.0,ESE HOSPITAL SAN JUAN DE DIOS DE PAMPLONA,66984289,
CCF050,COMFAORIENTE,890501438.0,E.S.E. HOSPITAL EMIRO QUINTERO CAÑIZARES,523717318,
CCF050,COMFAORIENTE,890505755.0,OPTICA CIENTIFICA Y CIA LTDA,15888700,
CCF050,COMFAORIENTE,890506459.0,CLINICA Y DROGUERIA NTRA SRA DE TORCOROMA S.A.S.,208962172,
CCF050,COMFAORIENTE,892000501.0,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO E.S.E.,6194982,
CCF050,COMFAORIENTE,892300175.0,HOSPITAL REGIONAL SAN ANDRES ESE,12538469,
CCF050,COMFAORIENTE,892300445.0,ESE HOSPITAL REGIONAL DE AGUACHICA JOSE DAVID PADILLA VILLAFAÑE,3196908,
CCF050,COMFAORIENTE,899999092.0,INSTITUTO NACIONAL DE CANCEROLOGIA - EMPRESA SOCIAL DEL ESTADO,89681372,
CCF050,COMFAORIENTE,899999123.0,FUNDACION HOSPITAL DE LA MISERICORDIA,1975079,
CCF050,COMFAORIENTE,900006037.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE SANTANDER,43471330,
CCF050,COMFAORIENTE,900017916.0,SERVICIOS ESPECIALIZADOS FCB S.A.S,14902931,
CCF050,COMFAORIENTE,900037353.0,ONCOMEDICAL I.P.S. S.A.S,527207029,
CCF050,COMFAORIENTE,900041610.0,TRANSPORTE SALUD IMÁGENES TRANSALIM LTDA,96061946,
CCF050,COMFAORIENTE,900042103.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DEL CARIBE,3615120,
CCF050,COMFAORIENTE,900066347.0,E.S.E. HOSPITAL REGIONAL SAN GIL,2298299,
CCF050,COMFAORIENTE,900075758.0,GASTROQUIRURGICA S.A.S.,200744327,
CCF050,COMFAORIENTE,900112351.0,UNIDAD HEMATO ONCOLOGICA ESPECIALIZADA IPS SAS,235317496,
CCF050,COMFAORIENTE,900225631.0,VIDAMEDICAL IPS S.A.S.,217603500,
CCF050,COMFAORIENTE,900241448.0,CARDIOLOGIA DIAGNOSTICA DEL NORTE S.A.S.- CARDINOR S.A.S.,27965182,
CCF050,COMFAORIENTE,900241734.0,CONFESALUD IPS LTDA.,14450207,
CCF050,COMFAORIENTE,900301770.0,NEUROCOOP REHABILITACION FISICA Y MEDICA INTEGRAL,80709123,
CCF050,COMFAORIENTE,900307987.0,VITAL MEDICAL CARE VIMEC S.A.S,218101328,
CCF050,COMFAORIENTE,900309444.0,HOSPICLINIC DE COLOMBIA S.A.S.,132940207,
CCF050,COMFAORIENTE,900315341.0,PIEL MEDICALSPA CENTRO DERMATOLOGICO IPS SAS,34007710,
CCF050,COMFAORIENTE,900332743.0,CENTRO DE ECO-RADIODIAGNOSTICOS S.A.S,68328359,
CCF050,COMFAORIENTE,900338359.0,IPS REHABILITACION INTEGRAL MARTA OMAÑA ASOCIADOS S.A.S,7147000,
CCF050,COMFAORIENTE,900386919.0,INSTITUTO NEUROLOGICO INFANTIL S.A.S.,103343770,
CCF050,COMFAORIENTE,900395846.0,SERVICIOS VIVIR S.A.S.,16901520,
CCF050,COMFAORIENTE,900470642.0,MEDICAL DUARTE ZF S.A.S,3101580655,
CCF050,COMFAORIENTE,900471992.0,NEUROALIADOS MEDICINA ESPECIALIZADA S.A.S.,23149956,
CCF050,COMFAORIENTE,900535099.0,DROGUERIA MAGRETH S.A.S.,14413000,
CCF050,COMFAORIENTE,900542979.0,CENTRO INTEGRAL DE ATENCION DIAGNOSTICA ESPECIALIZADA IPS SAS,416652665,
CCF050,COMFAORIENTE,900575153.0,ANGIOVASCULAR MORENO,175166370,
CCF050,COMFAORIENTE,900580962.0,DISFARMA G.C. S.A.S.,620210649,
CCF050,COMFAORIENTE,900595259.0,SERVIMOS AMBULANCIAS DE COLOMBIA IPS S.A.S.,6136000,
CCF050,COMFAORIENTE,900635297.0,UNIDAD DE MEDICINA MATERNOFETAL NORFETUS SOCIEDAD POR ACCIONES SIMPLIFICADA,33607892,
CCF050,COMFAORIENTE,900704446.0,ECOIMAGEN SALUD S.A.S.,202752593,
CCF050,COMFAORIENTE,900717202.0,CENTRO INTEGRAL DE DIAGNOSTICO MEDICO I.P.S. S.A.S.,18541796,
CCF050,COMFAORIENTE,900752620.0,IPS CLINICAL HOUSE S.A.S.,85677200,
CCF050,COMFAORIENTE,900900693.0,INSTITUCION PRESTADORA DE SERVICIOS DE SALUD DOMICILIARIOS SANARTE CLÍNICA DE HERIDAS Y OSTOMIAS S.A.S.,45340140,
CCF050,COMFAORIENTE,900958564.0,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.,1006886,
CCF050,COMFAORIENTE,900959048.0,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE E.S.E,2889337,
CCF050,COMFAORIENTE,900959051.0,SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE E.S.E,68097483,
CCF050,COMFAORIENTE,900971006.0,SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E,2763470,
CCF050,COMFAORIENTE,901127399.0,NEUMOLOGIA Y SERVICIOS DE REHABILITACION S.A.S,35901224,
CCF050,COMFAORIENTE,901220248.0,HELP TRAUMA SALUD Y ORTOPEDIA IPS SAS,9685200,
CCF050,COMFAORIENTE,901254971.0,CENTRO DE ATENCION MI RENACER S.A.S.,34029920,
CCF050,COMFAORIENTE,901313049.0,RED SALUD INTEGRAL IPS S.A.S.,32904000,
CCF050,COMFAORIENTE,901315238.0,IMAGEN DENTAL INTEGRAL IPS S.A.S.,102239836,
CCF050,COMFAORIENTE,901383010.0,UCIS DE COLOMBIA S.A.S.,850419938,
CCF050,COMFAORIENTE,901417815.0,SOLUCIONES MEDICAS AVANZADAS S.A.S,2908818,
CCF055,CAJACOPI,800006850.0,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD SOACHA,24619348,
CCF055,CAJACOPI,800037021.0,HOSPITAL DEPARTAMENTAL DE GRANADA - EMPRESA SOCIAL DEL META,881009256,
CCF055,CAJACOPI,800037979.0,E.S.E. HOSPITAL LOCAL DE PUERTO LOPEZ,7728120,
CCF055,CAJACOPI,800066001.0,CENTRO MEDICO OFTALMOLOGICO Y LABORATORIO CLINICO ANDRADE NARVAEZ SIGLA COLCAN S.A.S.,11304175,
CCF055,CAJACOPI,800075650.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTO TOMAS,62122072,
CCF055,CAJACOPI,800084206.0,EMPRESA SOCIAL DEL ESTADO INSTITUTO DE SALUD DE BUCARAMANGA,5920272,
CCF055,CAJACOPI,800112725.0,FUNDACION OFTALMOLOGICA DEL CARIBE,140000104,
CCF055,CAJACOPI,800129856.0,CLINICA DE LA COSTA S.A.S.,97504504,
CCF055,CAJACOPI,800130625.0,ESE HOSPITAL SAN CRISTOBAL DE CIENAGA,118252824,
CCF055,CAJACOPI,800143438.0,E.S.E. HOSPITAL HECTOR ABAD GOMEZ,2149474,
CCF055,CAJACOPI,800150497.0,ESE HOSPITAL FRANCISCO CANOSSA,4466126,
CCF055,CAJACOPI,800154347.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA CANDELARIA,98252402,
CCF055,CAJACOPI,800162035.0,SERVICIOS MEDICOS INTEGRALES DE SALUD SAS SERVIMEDICOS SAS,216152170,
CCF055,CAJACOPI,800174995.0,EMPRESA SOCIAL DEL ESTADO BELLO SALUD,1009704,
CCF055,CAJACOPI,800175901.0,CLINICA EMPERATRIZ SAS,138433086,
CCF055,CAJACOPI,800179966.0,IPS CLINICA REINA CATALINA S.A.S.,148119599,
CCF055,CAJACOPI,800183943.0,CLINICA SANTA MARIA SAS,34222579,
CCF055,CAJACOPI,800187260.0,INSTITUTO DE ENFERMEDADES DIGESTIVAS DE COLOMBIA S.A.S,36652600,
CCF055,CAJACOPI,800191643.0,ESE HOSPITAL REGIONNAL II NIVEL DE SAN MARCOS,21293172,
CCF055,CAJACOPI,800193989.0,CENTRO DIAGNOSTICO DE ESPECIALISTAS LTDA,95496977,
CCF055,CAJACOPI,800197217.0,CLINICA DE ESPECIALISTAS MARIA AUXILIADORA S.A.S.,72018866,
CCF055,CAJACOPI,800197424.0,ASOCIACION MEDICA DE MEDICINA NUCLEAR LTDA NUCLEAR 2000 LTDA,107201946,
CCF055,CAJACOPI,800201726.0,FUNDACION POLICLINICA CIENAGA,14939544,
CCF055,CAJACOPI,800204153.0,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE LORICA,30095791,
CCF055,CAJACOPI,800210375.0,PROCARDIO SERVICIOS MEDICOS INTEGRALES S.A.S.,158838173,
CCF055,CAJACOPI,800222844.0,RADIOIMAGENES RADIOLOGOS ASOCIADOS S.A.S.,43008796,
CCF055,CAJACOPI,800227279.0,TECNITRAUMA S.A.,400000000,
CCF055,CAJACOPI,800231038.0,GARCIA PEREZ MEDICA Y COMPAÑIA SAS,59213270,
CCF055,CAJACOPI,800234339.0,LABORATORIO CLINICO PROCESAR IPS SAS,49999997,
CCF055,CAJACOPI,800234860.0,LITOTRICIA S.A.,31088810,
CCF055,CAJACOPI,800235973.0,CENTRO DE DIALISIS SANTA MARGARITA,50000001,
CCF055,CAJACOPI,802000608.0,S Y D COLOMBIA SA AGENCIA .,799999999,
CCF055,CAJACOPI,802006284.0,FUNDACION ANTORCHA,14702439,
CCF055,CAJACOPI,802006337.0,TAMARA IMÁGENES DIAGNOSTICAS S.A.S,249698238,
CCF055,CAJACOPI,802007650.0,HOSPITAL VERA JUDITH IMITOLA VLLANUEVA E.S.E,1773169,
CCF055,CAJACOPI,802009463.0,ESE CENTRO DE SALUD DE TUBARÁ,21672902,
CCF055,CAJACOPI,802009783.0,CLINICA SAN RAFAEL LTDA,96136050,
CCF055,CAJACOPI,802010728.0,UROCENTRO LTDA,389644686,
CCF055,CAJACOPI,802014132.0,INSTITUTO DE TRASPLANTE DE MÉDULA OSEA DE LA COSTA IPS S.A.S,36695280,
CCF055,CAJACOPI,802016357.0,MEDICINA ALTA COMPLEJIDAD S.A,33893620,
CCF055,CAJACOPI,802018443.0,"INSTITUTO ONCOHEMATOLOGICO BETANIA S.A "" BIO BETANIA S.A""",5955596,
CCF055,CAJACOPI,802019573.0,CLINICA PORVENIR LIMITADA,101821576,
CCF055,CAJACOPI,802019914.0,MAXIVISION LTDA IPS,275234816,
CCF055,CAJACOPI,802019932.0,I.P.S SALUD PLENA S.A.S,20000000,
CCF055,CAJACOPI,802020334.0,QUIMIOSALUD S.A.S,500000002,
CCF055,CAJACOPI,802021332.0,CLINICA CENTRO S.A,349999995,
CCF055,CAJACOPI,802022337.0,CENTRO DE ALERGIA ASMA E INMUNOLOGIA S.A.S.,6729000,
CCF055,CAJACOPI,802022775.0,CENTRO DE SALUD AGRUPASALUD IPS SAS,23670307,
CCF055,CAJACOPI,805010659.0,AMANECER MEDICO SAS,36244936,
