COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,"TOTAL GIRO 
JUNIO 2023",OBSERVACIÓN
CCF033,EPS FAMILIAR DE COLOMBIA,823001999.0,ESE CENTRO DE SALUD SAN PEDRO SUCRE,5725036.0,
CCF033,EPS FAMILIAR DE COLOMBIA,823002227.0,INSTITUTO DE CANCEROLOGIA DE SUCRE S.A.S.,118543862.0,
CCF033,EPS FAMILIAR DE COLOMBIA,823002356.0,HOSPITAL LOCAL SAN BENITO ABAD E.S.E,3665887.0,
CCF033,EPS FAMILIAR DE COLOMBIA,823002800.0,OFTALMOLOGOS ASOCIADOS DE LA COSTA SAS,389193425.0,
CCF033,EPS FAMILIAR DE COLOMBIA,823002991.0,CLINICA SALUD SOCIAL S.A.S,8705057.0,
CCF033,EPS FAMILIAR DE COLOMBIA,823003752.0,I.P.S. UNIDAD MEDICA EL BOSQUE S.A.S.,7741367.0,
CCF033,EPS FAMILIAR DE COLOMBIA,824001041.0,CLINICA MEDICOS S.A.,4793856.0,
CCF033,EPS FAMILIAR DE COLOMBIA,825002525.0,ESE HOSPITAL SAN RAFAEL DE ALBANIA,1045405.0,
CCF033,EPS FAMILIAR DE COLOMBIA,825003080.0,UNIDAD DE CUIDADOS INTENSIVOS RENACER LIMITADA,418094736.0,
CCF033,EPS FAMILIAR DE COLOMBIA,825003378.0,SAIS IPS SAS IMAGENOLOGIA Y HEMODINAMIA,4933427.0,
CCF033,EPS FAMILIAR DE COLOMBIA,830104627.0,HOSPITAL CARDIOVASCULAR DE CUNDINAMARCA S.A,1136421.0,
CCF033,EPS FAMILIAR DE COLOMBIA,830120157.0,COLOMBIANA DE TRASPLANTES SAS,9000000.0,
CCF033,EPS FAMILIAR DE COLOMBIA,830504734.0,VISION TOTAL S.A.S,3308220.0,
CCF033,EPS FAMILIAR DE COLOMBIA,830510991.0,CLÍNICA ESPECIALIZADA LA CONCEPCIÓN S.A.S,711075474.0,
CCF033,EPS FAMILIAR DE COLOMBIA,830511549.0,RESONANCIA E IMÁGENES SANTA MARIA S.A,50395908.0,
CCF033,EPS FAMILIAR DE COLOMBIA,839000356.0,SOCIEDAD MEDICA CLINICA MAICAO S.A,12708015.0,
CCF033,EPS FAMILIAR DE COLOMBIA,890202024.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS DE FLORIDABLANCA,1631074.0,
CCF033,EPS FAMILIAR DE COLOMBIA,890400693.0,CLINICA BLAS DE LEZO S.A.,1063962.0,
CCF033,EPS FAMILIAR DE COLOMBIA,890480113.0,HOSPITAL REGIONAL NUESTRA SEÑORA DE LAS MERCEDES DE COROZAL E.S.E.,165698164.0,
CCF033,EPS FAMILIAR DE COLOMBIA,890904646.0,"HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO",8179966.0,
CCF033,EPS FAMILIAR DE COLOMBIA,890985703.0,E.S.E. HOSPITAL MARCO FIDEL SUAREZ,2321445.0,
CCF033,EPS FAMILIAR DE COLOMBIA,891079999.0,ESE HOSPITAL SAN JERÓNIMO DE MONTERÍA,22275061.0,
CCF033,EPS FAMILIAR DE COLOMBIA,892115009.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DE LOS REMEDIOS,355377602.0,
CCF033,EPS FAMILIAR DE COLOMBIA,892120115.0,ESE HOSPITAL SAN JOSE DE MAICAO,46327378.0,
CCF033,EPS FAMILIAR DE COLOMBIA,892170002.0,ESE HOSPITAL SAN AGUSTIN DE FONSECA,3240944.0,
CCF033,EPS FAMILIAR DE COLOMBIA,892201100.0,LIGA CONTRA EL CÁNCER SECCIONAL SUCRE,10280584.0,
CCF033,EPS FAMILIAR DE COLOMBIA,892280033.0,HOSPITAL UNIVERSITARIO DE SINCELEJO E.S.E,636018474.0,
CCF033,EPS FAMILIAR DE COLOMBIA,892399994.0,HOSPITAL ROSARIO PUMAREJO DE LOPEZ - EMPRESA SOCIAL DEL ESTADO,170884359.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900005955.0,CLÍNICA LA ESPERANZA DE MONTERÍA S.A.S.,9455242.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900008328.0,CLINICA INTEGRAL DE EMERGENCIAS LAURA DANIELA S.A.,10969369.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900015779.0,SOCIEDAD DE HEMODINAMIA SANTA MARIA S.A.S,42387678.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900116275.0,UNIDAD DE DIAGNOSTICO CLINICO O IMAGENOLOGICO E.U.,1208726.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900118990.0,CENTRO DE FISIOTERAPIA REHABILITAR DRA. MARTA CANTILLO MARTINEZ S.A.S.,112500000.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900119472.0,IPS TOLUSALUD LTDA,28337449.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900164946.0,CLINICA PEDIATRICA NIÑO JESUS S.A.S,72015069.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900172745.0,UNIDAD DE DIAGNOSTICO GINECOLOGICO Y PRENATAL SER MUJER S.A.S,8020175.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900177624.0,ANASHIWAYA IPSI,84815713.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900188717.0,IPS IMAGEN DIAGNOSTICA S.A.S,63145726.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900196347.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA DIVINA MISERICORDIA,256364716.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900210981.0,CORPORACIÓN HOSPITALARIA JUAN CIUDAD,1617698.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900213617.0,CORPORACION CLINICA,19891388.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900217343.0,CLINICA OFTALMOLOGICA DE SUCRE S.A.S,16240040.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900233294.0,CLINICA GENERAL DEL CARIBE S.A.,20258806.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900269029.0,FUNDACION CENTRO COLOMBIANO DE EPILEPSIA Y ENFERMEDADES NEUROLOGICAS,19736394.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900272582.0,CLINICA SAN JUAN BAUTISTA S.A.S.,3877218.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900324225.0,"SOCIEDAD PARA LA ATENCION MEDICA E IMAGENES DIAGNOSTICAS SAS ""SOMID SAS """,24307183.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900328332.0,CARDIOCARE SERVICES SAS,21026846.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900343468.0,VIA MEDICA SAS,2688021.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900386591.0,GYO MEDICAL I.P.S. S.A.S.,360929001.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900390423.0,PROMOTORA CLINICA ZONA FRANCA DE URABA SAS,15871799.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900446776.0,ASISDE IPS SAS,64372488.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900449481.0,MEDICINA INTEGRAL DEL CARIBE SAS,6585556.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900468210.0,CENTRO DE RESONANCIA MAGNETICA DEL NORTE S.A.S,7895419.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900492815.0,UNIDAD MATERNO INFANTIL TALAPUIN S.A.S.,67743523.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900513306.0,FUNDACION MARIA REINA,9516386.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900550249.0,IPS CARDIOCENTRO PEDIATRICO DE SUCRE S.A.S,10839281.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900552539.0,SOCIEDAD UNIDAD INTEGRAL DE SALUD MENTAL SION SAS,13234300.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900581036.0,GASTROCENTRO S.A.S,4370969.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900601052.0,UNIDAD PEDIÁTRICA SIMÓN BOLÍVAR IPS SAS,103313709.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900602320.0,CLINICA LA MISERICORDIA,8872343.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900618967.0,SOLUCIONES INTEGRALES EN SALUD AURUM MEDICAL SAS,13932000.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900656493.0,IPS PUNTO VITAL SAS,752446902.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900691119.0,ORTOPEDICA EUROPEA S.A.S.,217259504.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900728399.0,CENTRO SALUD DE LA GUAJIRA S.A.S,24736001.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900729157.0,RESONANCIA DE ALTA TECNOLOGIA DEL CARIBE SAS,1623841.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900734605.0,CENTRO DE REHABILITACION TERAPEUTICO INTEGRAL S.A.S.,26321450.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900772014.0,SEDARTE MEDICINA ESPECIALIZADA SAS,4362572.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900794134.0,IPS INDIGENA KOTTUSHI SAO ANA>A,471773510.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900795851.0,IPSI EITERRA JAWAPIA,252000000.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900798865.0,911 ASITENCIA MEDICA DOMICILIARIA IPS SAS,64717694.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900839714.0,PROFHARMA SALUD IPS S.A.S,33784236.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900839869.0,CLINICA SANTA ANA DE DIOS S.A.S.,17318591.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900862842.0,CENTRO DE OTORRINOLARINGOLOGIA Y FONOAUDIOLOGIA DE LA SABANA S.A.S,26321080.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900874167.0,OPTIMUS HEALTH SAS,7716666.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900886719.0,I.P.S MEDICAL MOVIL S.A.S.,3655500.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900919030.0,IPS LA DIVINA MISERICORDIA S.A.S,184523359.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900943534.0,DIAGNOSTISALUD S.A.S,42114347.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900957139.0,SERVICIOS DE SALUD ESPECIALIZADOS S.A.S,5261438.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900957660.0,DELTA SALUD S.A.S,85465152.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900959048.0,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE E.S.E,3157464.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900966539.0,FUNDACION TRAZANDO CAMINOS,214624000.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900995574.0,MEDIPOHDS,381086427.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901085352.0,INSTITUTO MEDICO DE ALTA TECNOLOGÍA S.A.S,174074923.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901094037.0,TRAUMACENTRO S.A.S,6654270.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901129333.0,INSTITUTO DE SISTEMA NERVIOSO DE CORDOBA,387029749.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901139193.0,MIRED BARRANQUILLA IPS S.A.S.,71771730.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901161920.0,FUNDACION AZUL REY,66733470.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901182802.0,SERVICIOS MEDICOS INTEGRALES IPS S.A.S,653158295.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901204233.0,ROSARY HEALTH CARE SAS,10130090.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901226064.0,IPS VITAL SALUD GUAJIRA S.A.S,126894593.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901274992.0,CLINICA DE SALUD MENTAL MEDICAR S.A.S,11447835.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901314216.0,MEDI VIDA IPS S.A.S,389374841.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901336751.0,CLINIVIDA Y SALUD IPS SAS,22144914.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901341454.0,INTTEGRAL I.P.S S.A.S,99272921.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901353186.0,UCI LAS MERCEDES DE COROZAL SAS,5721891.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901483168.0,GHG GLOBAL HEALTH GROUP SAS,604921532.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901489682.0,CLINICA DE SALUD MENTAL SANTA TERESA SAS,44447632.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901494060.0,CENTRO MEDICO DE ESPECIALALISTA LAS PENINSULAS IPS S.A.S,8523305.0,
CCF050,COMFAORIENTE,800012189.0,CLINICA SAN JOSE DE CUCUTA SA,3016917422.0,
CCF050,COMFAORIENTE,800014918.0,E.S.E. HOSPITAL UNIVERSITARIO ERASMO MEOZ,2040276086.0,
CCF050,COMFAORIENTE,800084206.0,EMPRESA SOCIAL DEL ESTADO INSTITUTO DE SALUD DE BUCARAMANGA,3038439.0,
CCF050,COMFAORIENTE,800106375.0,NUCLEAR SAN JOSE S.A.,18767389.0,
CCF050,COMFAORIENTE,800165163.0,ODONTOCUCUTA S.A,2325173.0,
CCF050,COMFAORIENTE,800218979.0,HOSPITAL SAN VICENTE ESE,3677160.0,
CCF050,COMFAORIENTE,800231215.0,HOSPITAL DEL SARARE ESE,2784376.0,
CCF050,COMFAORIENTE,805011262.0,RTS S.A.S,132388916.0,
CCF050,COMFAORIENTE,805027743.0,DUMIAN MÉDICAL S.A.S,76463324.0,
CCF050,COMFAORIENTE,807000799.0,UROLOGOS DEL NORTE DE SANTANDER URONORTE S.A.,51814610.0,
CCF050,COMFAORIENTE,807000832.0,LABORATORIO CLINICO ESPECIALIZADO LTDA,3249225.0,
CCF050,COMFAORIENTE,807001311.0,SERVICIOS INTEGRALES DE SALUD LTDA -SERINSA,74505600.0,
CCF050,COMFAORIENTE,807002152.0,CLINICA OFTALMOLOGICA PEÑARANDA S.A.S,297429748.0,
CCF050,COMFAORIENTE,807002424.0,CLINICA DE CANCEROLOGIA DEL NORTE DE SANTANDER LTDA.,544426708.0,
CCF050,COMFAORIENTE,807003768.0,RADIOTERAPIA DEL NORTE LTDA.,28065080.0,
CCF050,COMFAORIENTE,807004352.0,EMPRESA SOCIAL DEL ESTADO IMSALUD,14220023.0,
CCF050,COMFAORIENTE,807004393.0,E.S.E. HOSPITAL LOCAL MUNICIPIO DE LOS PATIOS,1931995.0,
CCF050,COMFAORIENTE,807004631.0,E.S.E.HOSPITAL LOCAL VILLA DEL ROSARIO,3768125.0,
CCF050,COMFAORIENTE,807004665.0,ESE HOSPITAL JUAN LUIS LONDOÑO,1593750.0,
CCF050,COMFAORIENTE,807005711.0,"ASOCIACION DE PATOLOGOS ""ASOPAT"" LTDA.",4199083.0,
CCF050,COMFAORIENTE,807008827.0,E.S.E. HOSPITAL REGIONAL SURORIENTAL-CHINACOTA,3739030.0,
CCF050,COMFAORIENTE,807008857.0,ESE HOSPITAL REGIONAL NORTE,10752565.0,
CCF050,COMFAORIENTE,814003448.0,AUDIOCOM IPS,28032100.0,
CCF050,COMFAORIENTE,830007355.0,FRESENIUS MEDICAL CARE COLOMBIA S.A.,191918728.0,
CCF050,COMFAORIENTE,830104627.0,HOSPITAL CARDIOVASCULAR DE CUNDINAMARCA S.A,2729690.0,
CCF050,COMFAORIENTE,860013779.0,ASOCIACIÓN PROFAMILIA,27896533.0,
CCF050,COMFAORIENTE,890200500.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL PSIQUIÁTRICO SAN CAMILO,1733118.0,
CCF050,COMFAORIENTE,890208758.0,CLINICA MATERNO INFANTIL SAN LUIS S.A,1383290.0,
CCF050,COMFAORIENTE,890212568.0,FUNDACION CARDIOVASCULAR DE COLOMBIA,262590468.0,
CCF050,COMFAORIENTE,890500060.0,CLINICA SANTA ANA S.A.,307631592.0,
CCF050,COMFAORIENTE,890500810.0,E.S.E. HOSPITAL MENTAL RUDESINDO SOTO,195792240.0,
CCF050,COMFAORIENTE,890501019.0,ESE HOSPITAL SAN JUAN DE DIOS DE PAMPLONA,119105843.0,
CCF050,COMFAORIENTE,890501438.0,E.S.E. HOSPITAL EMIRO QUINTERO CAÑIZARES,705847267.0,
CCF050,COMFAORIENTE,890503532.0,CLINICA LOS ANDES LTDA.,18600288.0,
CCF050,COMFAORIENTE,890505755.0,OPTICA CIENTIFICA Y CIA LTDA,7020000.0,
CCF050,COMFAORIENTE,890506459.0,CLINICA Y DROGUERIA NTRA SRA DE TORCOROMA S.A.S.,182565046.0,
CCF050,COMFAORIENTE,890706833.0,E.S.E. HOSPITAL FEDERICO LLERAS ACOSTA,6008165.0,
CCF050,COMFAORIENTE,890911816.0,CLINICA MEDELLIN S.A.S.,3483045.0,
CCF050,COMFAORIENTE,891855029.0,HOSPITAL REGIONAL DE LA ORINOQUIA E.S.E.,6877609.0,
CCF050,COMFAORIENTE,892000501.0,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO E.S.E.,2795585.0,
CCF050,COMFAORIENTE,899999092.0,INSTITUTO NACIONAL DE CANCEROLOGIA,147156755.0,
CCF050,COMFAORIENTE,900006037.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE SANTANDER,291290450.0,
CCF050,COMFAORIENTE,900017916.0,SERVICIOS ESPECIALIZADOS FCB S.A.S,28221696.0,
CCF050,COMFAORIENTE,900037353.0,ONCOMEDICAL I.P.S. S.A.S,517559303.0,
CCF050,COMFAORIENTE,900041610.0,TRANSPORTE SALUD IMÁGENES TRANSALIM LTDA,91412119.0,
CCF050,COMFAORIENTE,900075758.0,GASTROQUIRURGICA S.A.S.,137568325.0,
CCF050,COMFAORIENTE,900112351.0,UNIDAD HEMATO ONCOLOGICA ESPECIALIZADA IPS SAS,260728201.0,
CCF050,COMFAORIENTE,900155231.0,SANAMEDIC SOCIEDAD POR ACCIONES SIMPLIFICADA - S.A.S,16888205.0,
CCF050,COMFAORIENTE,900225631.0,VIDAMEDICAL IPS S.A.S.,192114000.0,
CCF050,COMFAORIENTE,900241448.0,CARDIOLOGIA DIAGNOSTICA DEL NORTE S.A.S.- CARDINOR S.A.S.,11341839.0,
CCF050,COMFAORIENTE,900241734.0,CONFESALUD IPS LTDA.,10587919.0,
CCF050,COMFAORIENTE,900301770.0,NEUROCOOP REHABILITACION FISICA Y MEDICA INTEGRAL,305514495.0,
CCF050,COMFAORIENTE,900307987.0,VITAL MEDICAL CARE VIMEC S.A.S,218390439.0,
CCF050,COMFAORIENTE,900309444.0,HOSPICLINIC DE COLOMBIA S.A.S.,100172104.0,
CCF050,COMFAORIENTE,900315341.0,PIEL MEDICALSPA CENTRO DERMATOLOGICO IPS SAS,19751616.0,
CCF050,COMFAORIENTE,900332743.0,CENTRO DE ECO-RADIODIAGNOSTICOS S.A.S,37769873.0,
CCF050,COMFAORIENTE,900338359.0,IPS REHABILITACION INTEGRAL MARTA OMAÑA ASOCIADOS S.A.S,9545000.0,
CCF050,COMFAORIENTE,900386919.0,INSTITUTO NEUROLOGICO INFANTIL S.A.S.,44642843.0,
CCF050,COMFAORIENTE,900395846.0,SERVICIOS VIVIR S.A.S.,25752000.0,
CCF050,COMFAORIENTE,900470642.0,MEDICAL DUARTE ZF S.A.S,1842435214.0,
CCF050,COMFAORIENTE,900471992.0,NEUROALIADOS MEDICINA ESPECIALIZADA S.A.S.,58979729.0,
CCF050,COMFAORIENTE,900535099.0,DROGUERIA MAGRETH S.A.S.,218395242.0,
CCF050,COMFAORIENTE,900542979.0,CENTRO INTEGRAL DE ATENCION DIAGNOSTICA ESPECIALIZADA IPS SAS,422664282.0,
CCF050,COMFAORIENTE,900575153.0,ANGIOVASCULAR MORENO,93023316.0,
CCF050,COMFAORIENTE,900580962.0,DISFARMA G.C. S.A.S.,673040846.0,
CCF050,COMFAORIENTE,900595259.0,SERVIMOS AMBULANCIAS DE COLOMBIA IPS S.A.S.,3035850.0,
CCF050,COMFAORIENTE,900635297.0,UNIDAD DE MEDICINA MATERNOFETAL NORFETUS SOCIEDAD POR ACCIONES SIMPLIFICADA,30816277.0,
CCF050,COMFAORIENTE,900704446.0,ECOIMAGEN SALUD S.A.S.,201529662.0,
CCF050,COMFAORIENTE,900717202.0,CENTRO INTEGRAL DE DIAGNOSTICO MEDICO I.P.S. S.A.S.,24324210.0,
CCF050,COMFAORIENTE,900752620.0,IPS CLINICAL HOUSE S.A.S.,139911680.0,
CCF050,COMFAORIENTE,900900693.0,INSTITUCION PRESTADORA DE SERVICIOS DE SALUD DOMICILIARIOS SANARTE CLÍNICA DE HERIDAS Y OSTOMIAS S.A.S.,6860080.0,
CCF050,COMFAORIENTE,900959051.0,SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE E.S.E,4664144.0,
CCF050,COMFAORIENTE,901127399.0,NEUMOLOGIA Y SERVICIOS DE REHABILITACION S.A.S,39359301.0,
CCF050,COMFAORIENTE,901139193.0,MIRED BARRANQUILLA IPS S.A.S.,3602117.0,
CCF050,COMFAORIENTE,901222235.0,UNIDAD DE HEMODINAMIA Y TERAPIA ENDOVASCULAR DEL NORTE DE SANTANDER S.A.S,53548509.0,
CCF050,COMFAORIENTE,901254971.0,CENTRO DE ATENCION MI RENACER S.A.S.,47858532.0,
CCF050,COMFAORIENTE,901313049.0,RED SALUD INTEGRAL IPS S.A.S.,24552000.0,
CCF050,COMFAORIENTE,901315238.0,IMAGEN DENTAL INTEGRAL IPS S.A.S.,103016172.0,
CCF050,COMFAORIENTE,901383010.0,UCIS DE COLOMBIA S.A.S.,898848356.0,
CCF050,COMFAORIENTE,901417815.0,SOLUCIONES MEDICAS AVANZADAS S.A.S,2148843.0,
CCF055,CAJACOPI,800006850.0,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD SOACHA,10443866.0,
CCF055,CAJACOPI,800018233.0,SOMECA MALAMBO,3079909.0,
CCF055,CAJACOPI,800025755.0,IPS CLINICA SAN IGNACIO LTDA,200000007.0,
CCF055,CAJACOPI,800026173.0,ESE HOSPITAL HELI MORENO BLANCO,113017985.0,
CCF055,CAJACOPI,800037021.0,HOSPITAL DEPARTAMENTAL DE GRANADA - EMPRESA SOCIAL DEL META,442416987.0,
CCF055,CAJACOPI,800037979.0,E.S.E. HOSPITAL LOCAL DE PUERTO LOPEZ,6730055.0,
CCF055,CAJACOPI,800058016.0,EMPRESA SOCIAL DEL ESTADO METROSALUD,20034237.0,
CCF055,CAJACOPI,800064543.0,E.S.E. HOSPITAL INTEGRADO SABANA DE TORRES,1385807.0,
CCF055,CAJACOPI,800066001.0,CENTRO MEDICO OFTALMOLOGICO Y LABORATORIO CLINICO ANDRADE NARVAEZ SIGLA COLCAN S.A.S.,10174252.0,
CCF055,CAJACOPI,800067514.0,COMITÉ MUNICIPAL DE LA CRUZ ROJA DE MAICAO,14973372.0,
CCF055,CAJACOPI,800075650.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTO TOMAS,52921345.0,
CCF055,CAJACOPI,800101022.0,ESE HOSPITAL NUESTRA SEÑORA DEL PILAR,2337858.0,
CCF055,CAJACOPI,800112725.0,FUNDACION OFTALMOLOGICA DEL CARIBE,126000094.0,
CCF055,CAJACOPI,800119945.0,HOSPITAL SAN ROQUE ESE,47680655.0,
CCF055,CAJACOPI,800129856.0,CLINICA DE LA COSTA S.A.S.,200000002.0,
CCF055,CAJACOPI,800130625.0,ESE HOSPITAL SAN CRISTOBAL DE CIENAGA,47574784.0,
CCF055,CAJACOPI,800138311.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DEL CARMEN,18978740.0,
CCF055,CAJACOPI,800150497.0,ESE HOSPITAL FRANCISCO CANOSSA,1791057.0,
CCF055,CAJACOPI,800154347.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA CANDELARIA,148356565.0,
CCF055,CAJACOPI,800162035.0,SERVICIOS MEDICOS INTEGRALES DE SALUD SAS SERVIMEDICOS SAS,210945932.0,
CCF055,CAJACOPI,800174123.0,ESE HOSPITAL DE SANTO TOMAS,5156419.0,
CCF055,CAJACOPI,800174995.0,EMPRESA SOCIAL DEL ESTADO BELLO SALUD,1523021.0,
