COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,FORMA DE CONTRATACIÓN,"TOTAL GIRO 
DICIEMBRE 2023",OBSERVACIÓN
EPSS40,Savia Salud,890982116.0,E.S.E HOSPITAL GERMAN VELEZ GUTIERREZ,Evento,34572828.0,
EPSS40,Savia Salud,890980757.0,ESE HOSPITAL CESAR URIBE PIEDRAHITA,Evento,1712196584.28,
EPSS42,Coosalud,890907279.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS,Evento,66801.16,
EPSS40,Savia Salud,835000972.0,HOSPITAL LUIS ABLANQUE DE LA PLATA EMPRESA SOCIAL DEL ESTADO,Evento,1838921.0,
EPSS40,Savia Salud,890906211.0,E.S.E. HOSPITAL MUNICIPAL SAN ROQUE,Evento,61101990.0,
EPSS40,Savia Salud,890982101.0,E.S.E HOSPITAL EL CARMEN,Evento,15564048.0,
EPSS40,Savia Salud,900532504.0,DAVITA S.A.S.,Evento,646558428.34,
EPSS40,Savia Salud,890985703.0,E.S.E. HOSPITAL MARCO FIDEL SUAREZ,Evento,2281491436.43,
EPSS42,Coosalud,825003080.0,UNIDAD DE CUIDADOS INTENSIVOS RENACER S.A.S,Evento,10210327.26,
EPSS42,Coosalud,900771065.0,GASTRO CENTER S.A.S,Evento,35574805.39,
ESS024,Coosalud,800191643.0,ESE HOSPITAL REGIONNAL II NIVEL DE SAN MARCOS,Evento,134000000.0,
ESS024,Coosalud,804015007.0,E.S.E CENTRO DE SALUD ENCINO,Evento,312000.0,
ESS024,Coosalud,805027289.0,E.S.E. RED DE SALUD DE LADERA EMPRESA SOCIAL DEL ESTADO HOSPITAL CAÑAVERALEJO,Evento,24412715.0,
ESS024,Coosalud,805028530.0,HOSPITAL ISAIAS DUARTE CANCINO EMPRESA SOCIAL DEL ESTADO,Evento,39434602.0,
ESS024,Coosalud,806007238.0,E.S.E. HOSPITAL LOCAL ANA MARIA RODRIGUEZ DE SAN ESTANISLAO DE KOTSKA,Evento,11563313.0,
ESS024,Coosalud,812001579.0,ESE CAMU SAN RAFAEL,Evento,849157.0,
ESS024,Coosalud,812002496.0,E.S.E. C.A.M.U. LA APARTADA,Evento,1870000.0,
ESS024,Coosalud,812005726.0,EMPRESA SOCIAL DEL ESTADO VIDASINU,Evento,17259065.0,
ESS024,Coosalud,819001352.0,ESE HOSPITAL LOCAL DE SALAMINA,Evento,2325318.0,
ESS024,Coosalud,890980066.0,E.S.E. HOSPITAL SAN RAFAEL DE ITAGUÍ,Evento,76836210.0,
ESS024,Coosalud,890983675.0,E.S.E. HOSPITAL SAN FRANCISCO,Evento,3857143.0,
ESS024,Coosalud,890985703.0,E.S.E. HOSPITAL MARCO FIDEL SUAREZ,Evento,472238594.0,
ESS024,Coosalud,891380055.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL BENJAMIN BARNEY GASCA,Evento,7000000.0,
ESS024,Coosalud,891855438.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE DUITAMA,Evento,941335444.0,
ESS024,Coosalud,900016792.0,SERVICIOS MEDICOS DOMICILIARIOS IPSLTDA SERVIMED IPS LTDA,Evento,285618060.0,
EPSS40,Savia Salud,900236850.0,CENTRO ONCOLOGICO DE ANTIOQUIA SA,Evento,1989495065.91,
EPSS41,Nueva Eps,900604748.0,AVANCEMOS CENTRO DE REHABILITACION S.A.S,Evento,53516743.0,
EPSS42,Coosalud,890807591.0,SERVICIOS ESPECIALES DE SALUD-SES HOSPITAL UNIVERSITARIO DE CALDAS,Evento,357820.31,
EPSS40,Savia Salud,800067065.0,PROMOTORA MEDICA LAS AMERICAS S.A,Evento,246558649.69,
EPSS40,Savia Salud,891000499.0,E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO,Evento,2400656.0,
EPSS40,Savia Salud,891982128.0,E.S.E. HOSPITAL PRESBÍTERO ALONSO MARIA GIRALDO,Evento,15235259.0,
EPSS40,Savia Salud,901048099.0,HEALTH TEAM S.A.S,Evento,98239171.0,
EPSS40,Savia Salud,890981536.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE YOLOMBO,Evento,879714333.3,
EPSS40,Savia Salud,830500960.0,INVERSIONES TODO DROGAS S.A.S.,Evento,715128785.69,
EPSS40,Savia Salud,890905097.0,E.S.E. HOSPITAL FRANCISCO ELADIO BARRERA,Evento,12667306.0,
EPSS40,Savia Salud,890981719.0,E.S.E. NUETRA SEÑORA DE LA CANDELARIA,Evento,30072468.0,
EPSS40,Savia Salud,891401643.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN PEDRO Y SAN PABLO LA VIRGINIA,Evento,1905794.0,
EPSS40,Savia Salud,811044106.0,OXIVITAL S.A.,Evento,55896386.13,
EPSS40,Savia Salud,900444742.0,SINDICATO ANTIOQUENO DE ANESTESIOLOGIA ANESTESIAR,Evento,260000000.0,
EPSS40,Savia Salud,900746052.0,NEURUM S.A.S,Evento,872362415.19,
EPSS42,Coosalud,825001037.0,ESE HOSPITAL SANTA TERESA DE JESUS DE AVILA,Evento,604056.57,
