COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,"TOTAL GIRO 
SEPTIEMBRE 2023",OBSERVACIÓN
CCF033,EPS FAMILIAR DE COLOMBIA,900943534,DIAGNOSTISALUD S.A.S,30238984,
CCF033,EPS FAMILIAR DE COLOMBIA,900957660,DELTA SALUD S.A.S,52495200,
CCF033,EPS FAMILIAR DE COLOMBIA,900958564,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.,7377738,
CCF033,EPS FAMILIAR DE COLOMBIA,900959048,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE E.S.E,21399435,
CCF033,EPS FAMILIAR DE COLOMBIA,900959051,SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE E.S.E,10177225,
CCF033,EPS FAMILIAR DE COLOMBIA,900966539,FUNDACION TRAZANDO CAMINOS,110236591,
CCF033,EPS FAMILIAR DE COLOMBIA,900995574,MEDIPOHDS,254416673,
CCF033,EPS FAMILIAR DE COLOMBIA,901022654,HOSDISALUD HDS S.A.S,6255000,
CCF033,EPS FAMILIAR DE COLOMBIA,901085352,INSTITUTO MEDICO DE ALTA TECNOLOGÍA S.A.S,57813696,
CCF033,EPS FAMILIAR DE COLOMBIA,901129333,INSTITUTO DE SISTEMA NERVIOSO DE CORDOBA,118611531,
CCF033,EPS FAMILIAR DE COLOMBIA,901139193,MIRED BARRANQUILLA IPS S.A.S.,33426703,
CCF033,EPS FAMILIAR DE COLOMBIA,901182802,SERVICIOS MEDICOS INTEGRALES IPS S.A.S,546607722,
CCF033,EPS FAMILIAR DE COLOMBIA,901204233,ROSARY HEALTH CARE SAS,18245561,
CCF033,EPS FAMILIAR DE COLOMBIA,901336751,CLINIVIDA Y SALUD IPS SAS,31575428,
CCF033,EPS FAMILIAR DE COLOMBIA,901339938,CARE & HEALTH SAS,2454586,
CCF033,EPS FAMILIAR DE COLOMBIA,901341454,INTTEGRAL I.P.S S.A.S,8807000,
CCF033,EPS FAMILIAR DE COLOMBIA,901353186,UCI LAS MERCEDES DE COROZAL SAS,24917943,
CCF033,EPS FAMILIAR DE COLOMBIA,901483168,GHG GLOBAL HEALTH GROUP SAS,367809453,
CCF033,EPS FAMILIAR DE COLOMBIA,901489682,CLINICA DE SALUD MENTAL SANTA TERESA SAS,42275056,
CCF033,EPS FAMILIAR DE COLOMBIA,901494060,CENTRO MEDICO DE ESPECIALALISTA LAS PENINSULAS IPS S.A.S,16324540,
CCF033,EPS FAMILIAR DE COLOMBIA,901587190,HEALTH IPS S.A.S,150813553,
CCF033,EPS FAMILIAR DE COLOMBIA,901600069,SUSALUD COLOMBIA SAS,65338452,
CCF050,COMFAORIENTE,800012189,CLINICA SAN JOSE DE CUCUTA SA,1146903583,
CCF050,COMFAORIENTE,800014918,E.S.E. HOSPITAL UNIVERSITARIO ERASMO MEOZ,1398758886,
CCF050,COMFAORIENTE,800084206,EMPRESA SOCIAL DEL ESTADO INSTITUTO DE SALUD DE BUCARAMANGA,1810428,
CCF050,COMFAORIENTE,800099778,ASOCIACIÓN NIÑOS DE PAPEL,1404369,
CCF050,COMFAORIENTE,800099886,ASOTAC SAN JOSE SA,3032525,
CCF050,COMFAORIENTE,800106375,NUCLEAR SAN JOSE S.A.,29391455,
CCF050,COMFAORIENTE,800165163,ODONTOCUCUTA S.A,12248355,
CCF050,COMFAORIENTE,800231215,HOSPITAL DEL SARARE ESE,1253210,
CCF050,COMFAORIENTE,804011481,VIVASALUD I.P.S. S.A.S,2036789,
CCF050,COMFAORIENTE,805011262,RTS S.A.S,172649831,
CCF050,COMFAORIENTE,805027743,DUMIAN MÉDICAL S.A.S,2242434,
CCF050,COMFAORIENTE,807000799,UROLOGOS DEL NORTE DE SANTANDER URONORTE S.A.,78024487,
CCF050,COMFAORIENTE,807000832,LABORATORIO CLINICO ESPECIALIZADO LTDA,12689785,
CCF050,COMFAORIENTE,807001041,CENTRO MEDICO LA SAMARITANA LTDA,9436309,
CCF050,COMFAORIENTE,807001311,SERVICIOS INTEGRALES DE SALUD LTDA -SERINSA,72471533,
CCF050,COMFAORIENTE,807002015,E.S.E. CENTRO DE REHABILITACION CARDIO NEURO MUSCULAR DEL NORTE DE SANTANDER,1287708,
CCF050,COMFAORIENTE,807002152,CLINICA OFTALMOLOGICA PEÑARANDA S.A.S,290028411,
CCF050,COMFAORIENTE,807002424,CLINICA DE CANCEROLOGIA DEL NORTE DE SANTANDER LTDA.,634813798,
CCF050,COMFAORIENTE,807003768,RADIOTERAPIA DEL NORTE LTDA.,146918933,
CCF050,COMFAORIENTE,807004352,EMPRESA SOCIAL DEL ESTADO IMSALUD,9006769,
CCF050,COMFAORIENTE,807004393,E.S.E. HOSPITAL LOCAL MUNICIPIO DE LOS PATIOS,1382390,
CCF050,COMFAORIENTE,807004631,E.S.E.HOSPITAL LOCAL VILLA DEL ROSARIO,1723074,
CCF050,COMFAORIENTE,807004665,ESE HOSPITAL JUAN LUIS LONDOÑO,2967965,
CCF050,COMFAORIENTE,807005711,"ASOCIACION DE PATOLOGOS ""ASOPAT"" S.A.S",5023253,
CCF050,COMFAORIENTE,807008824,E.S.E. HOSPITAL REGIONAL CENTRO,1779173,
CCF050,COMFAORIENTE,807008827,E.S.E. HOSPITAL REGIONAL SURORIENTAL-CHINACOTA,3336615,
CCF050,COMFAORIENTE,812005522,FUNDACION AMIGOS DE LA SALUD,14403772,
CCF050,COMFAORIENTE,814003448,AUDIOCOM IPS,6310400,
CCF050,COMFAORIENTE,830007355,FRESENIUS MEDICAL CARE COLOMBIA S.A.,216299358,
CCF050,COMFAORIENTE,860013779,ASOCIACIÓN PROFAMILIA,34996668,
CCF050,COMFAORIENTE,890212568,FUNDACION CARDIOVASCULAR DE COLOMBIA,499467380,
CCF050,COMFAORIENTE,890500060,CLINICA SANTA ANA S.A.,425745068,
CCF050,COMFAORIENTE,890500810,E.S.E. HOSPITAL MENTAL RUDESINDO SOTO,181189843,
CCF050,COMFAORIENTE,890501019,ESE HOSPITAL SAN JUAN DE DIOS DE PAMPLONA,120329114,
CCF050,COMFAORIENTE,890501438,E.S.E. HOSPITAL EMIRO QUINTERO CAÑIZARES,817411537,
CCF050,COMFAORIENTE,890503532,CLINICA LOS ANDES LTDA.,87734880,
CCF050,COMFAORIENTE,890505755,OPTICA CIENTIFICA Y CIA LTDA,13170100,
CCF050,COMFAORIENTE,890506459,CLINICA Y DROGUERIA NTRA SRA DE TORCOROMA S.A.S.,221630692,
CCF050,COMFAORIENTE,890706833,E.S.E. HOSPITAL FEDERICO LLERAS ACOSTA,1195966,
CCF050,COMFAORIENTE,890904646,"HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO",83439941,
CCF050,COMFAORIENTE,891180134,E.S.E. HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PITALITO,1245200,
CCF050,COMFAORIENTE,891180268,E.S.E. HOSPITAL UNIVERSITARIO HERNANDO MONCALEANO PERDOMO DE NEIVA,1439984,
CCF050,COMFAORIENTE,891800395,HOSPITAL REGIONAL DE MONIQUIRA ESE,1303823,
CCF050,COMFAORIENTE,891855029,HOSPITAL REGIONAL DE LA ORINOQUIA E.S.E.,7586008,
CCF050,COMFAORIENTE,891855039,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,1100200,
CCF050,COMFAORIENTE,892399994,HOSPITAL ROSARIO PUMAREJO DE LOPEZ - EMPRESA SOCIAL DEL ESTADO,2239479,
CCF050,COMFAORIENTE,899999092,INSTITUTO NACIONAL DE CANCEROLOGIA,38741135,
CCF050,COMFAORIENTE,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,2963377,
CCF050,COMFAORIENTE,900006037,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE SANTANDER,30570539,
CCF050,COMFAORIENTE,900017916,SERVICIOS ESPECIALIZADOS FCB S.A.S,19198275,
CCF050,COMFAORIENTE,900037353,ONCOMEDICAL I.P.S. S.A.S,384134379,
CCF050,COMFAORIENTE,900041610,TRANSPORTE SALUD IMÁGENES TRANSALIM LTDA,98788149,
CCF050,COMFAORIENTE,900067169,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE GARCIA ROVIRA,1246693,
CCF050,COMFAORIENTE,900075758,GASTROQUIRURGICA S.A.S.,152509183,
CCF050,COMFAORIENTE,900112351,UNIDAD HEMATO ONCOLOGICA ESPECIALIZADA IPS SAS,272530558,
CCF050,COMFAORIENTE,900155231,SANAMEDIC SOCIEDAD POR ACCIONES SIMPLIFICADA - S.A.S,18775511,
CCF050,COMFAORIENTE,900196347,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA DIVINA MISERICORDIA,3609245,
CCF050,COMFAORIENTE,900222303,"ATENCION EN REHABILITACION INTEGRAL S.A.S. ""ATERIN S.A.S.""",14222083,
CCF050,COMFAORIENTE,900225631,VIDAMEDICAL IPS S.A.S.,220441200,
CCF050,COMFAORIENTE,900241448,CARDIOLOGIA DIAGNOSTICA DEL NORTE S.A.S.- CARDINOR S.A.S.,56977942,
CCF050,COMFAORIENTE,900241734,CONFESALUD IPS LTDA.,9784336,
CCF050,COMFAORIENTE,900301770,NEUROCOOP REHABILITACION FISICA Y MEDICA INTEGRAL,426237122,
CCF050,COMFAORIENTE,900307987,VITAL MEDICAL CARE VIMEC S.A.S,223822142,
CCF050,COMFAORIENTE,900309444,HOSPICLINIC DE COLOMBIA S.A.S.,126766674,
CCF050,COMFAORIENTE,900315341,PIEL MEDICALSPA CENTRO DERMATOLOGICO IPS SAS,25042266,
CCF050,COMFAORIENTE,900332743,CENTRO DE ECO-RADIODIAGNOSTICOS S.A.S,66280965,
CCF050,COMFAORIENTE,900386919,INSTITUTO NEUROLOGICO INFANTIL S.A.S.,94470272,
CCF050,COMFAORIENTE,900395846,SERVICIOS VIVIR S.A.S.,34958220,
CCF050,COMFAORIENTE,900470642,MEDICAL DUARTE ZF S.A.S,2803586375,
CCF050,COMFAORIENTE,900471992,NEUROALIADOS MEDICINA ESPECIALIZADA S.A.S.,26195041,
CCF050,COMFAORIENTE,900535099,DROGUERIA MAGRETH S.A.S.,225309702,
CCF050,COMFAORIENTE,900542979,CENTRO INTEGRAL DE ATENCION DIAGNOSTICA ESPECIALIZADA IPS SAS,939654425,
CCF050,COMFAORIENTE,900575153,ANGIOVASCULAR MORENO,106704719,
CCF050,COMFAORIENTE,900580962,DISFARMA G.C. S.A.S.,735044121,
CCF050,COMFAORIENTE,900595259,SERVIMOS AMBULANCIAS DE COLOMBIA IPS S.A.S.,9001500,
CCF050,COMFAORIENTE,900635297,UNIDAD DE MEDICINA MATERNOFETAL NORFETUS SOCIEDAD POR ACCIONES SIMPLIFICADA,36800390,
CCF050,COMFAORIENTE,900704446,ECOIMAGEN SALUD S.A.S.,180882767,
CCF050,COMFAORIENTE,900717202,CENTRO INTEGRAL DE DIAGNOSTICO MEDICO I.P.S. S.A.S.,52301628,
CCF050,COMFAORIENTE,900752620,IPS CLINICAL HOUSE S.A.S.,145888985,
CCF050,COMFAORIENTE,900900693,INSTITUCION PRESTADORA DE SERVICIOS DE SALUD DOMICILIARIOS SANARTE CLÍNICA DE HERIDAS Y OSTOMIAS S.A.S.,39661470,
CCF050,COMFAORIENTE,900958564,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.,1065768,
CCF050,COMFAORIENTE,900959048,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE E.S.E,22930169,
CCF050,COMFAORIENTE,901127399,NEUMOLOGIA Y SERVICIOS DE REHABILITACION S.A.S,39805953,
CCF050,COMFAORIENTE,901222235,UNIDAD DE HEMODINAMIA Y TERAPIA ENDOVASCULAR DEL NORTE DE SANTANDER S.A.S,8031023,
CCF050,COMFAORIENTE,901254971,CENTRO DE ATENCION MI RENACER S.A.S.,22376800,
CCF050,COMFAORIENTE,901313049,RED SALUD INTEGRAL IPS S.A.S.,28840500,
CCF050,COMFAORIENTE,901315238,IMAGEN DENTAL INTEGRAL IPS S.A.S.,95705371,
CCF050,COMFAORIENTE,901383010,UCIS DE COLOMBIA S.A.S.,704010530,
CCF050,COMFAORIENTE,901417815,SOLUCIONES MEDICAS AVANZADAS S.A.S,2000690,
CCF055,CAJACOPI,800006850,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD SOACHA,10591630,
CCF055,CAJACOPI,800018233,SOMECA SAS BIC,13573088,
CCF055,CAJACOPI,800025755,IPS CLINICA SAN IGNACIO LTDA,72318977,
CCF055,CAJACOPI,800037021,HOSPITAL DEPARTAMENTAL DE GRANADA - EMPRESA SOCIAL DEL META,365806321,
CCF055,CAJACOPI,800037979,E.S.E. HOSPITAL LOCAL DE PUERTO LOPEZ,4521454,
CCF055,CAJACOPI,800066001,CENTRO MEDICO OFTALMOLOGICO Y LABORATORIO CLINICO ANDRADE NARVAEZ SIGLA COLCAN S.A.S.,53510758,
CCF055,CAJACOPI,800112725,FUNDACION OFTALMOLOGICA DEL CARIBE,126000094,
CCF055,CAJACOPI,800119945,HOSPITAL SAN ROQUE ESE,22435760,
CCF055,CAJACOPI,800129856,CLINICA DE LA COSTA S.A.S.,7499907,
CCF055,CAJACOPI,800130625,ESE HOSPITAL SAN CRISTOBAL DE CIENAGA,98122236,
CCF055,CAJACOPI,800138311,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DEL CARMEN,5009961,
CCF055,CAJACOPI,800154347,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA CANDELARIA,151642754,
CCF055,CAJACOPI,800162035,SERVICIOS MEDICOS INTEGRALES DE SALUD SAS SERVIMEDICOS SAS,140588146,
CCF055,CAJACOPI,800174123,ESE HOSPITAL DE SANTO TOMAS,67894208,
CCF055,CAJACOPI,800175901,CLINICA EMPERATRIZ SAS,200000006,
CCF055,CAJACOPI,800187260,INSTITUTO DE ENFERMEDADES DIGESTIVAS DE COLOMBIA S.A.S,2678694,
CCF055,CAJACOPI,800191643,ESE HOSPITAL REGIONNAL II NIVEL DE SAN MARCOS,84794477,
CCF055,CAJACOPI,800193912,ESE HOSPITAL SAN RAFAEL DE CHINU,51208359,
CCF055,CAJACOPI,800193989,CENTRO DIAGNOSTICO DE ESPECIALISTAS LTDA,248057722,
CCF055,CAJACOPI,800194798,ORGANIZACION CLINICA BONNADONA PREVENIR S.A.S.,124999990,
CCF055,CAJACOPI,800197217,CLINICA DE ESPECIALISTAS MARIA AUXILIADORA S.A.S.,72018864,
CCF055,CAJACOPI,800197424,ASOCIACION MEDICA DE MEDICINA NUCLEAR LTDA NUCLEAR 2000 LTDA,16157761,
CCF055,CAJACOPI,800201726,FUNDACION POLICLINICA CIENAGA,22798505,
CCF055,CAJACOPI,800204153,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE LORICA,95995655,
CCF055,CAJACOPI,800210375,PROCARDIO SERVICIOS MEDICOS INTEGRALES S.A.S.,31767635,
CCF055,CAJACOPI,800213942,E.S.E. HOSPITAL SANTA CRUZ,15815450,
CCF055,CAJACOPI,800222844,RADIOIMAGENES RADIOLOGOS ASOCIADOS S.A.S.,30660139,
CCF055,CAJACOPI,800227279,TECNITRAUMA S.A.,700000002,
CCF055,CAJACOPI,800231038,GARCIA PEREZ MEDICA Y COMPAÑIA SAS,366813190,
CCF055,CAJACOPI,800231215,HOSPITAL DEL SARARE ESE,7581361,
CCF055,CAJACOPI,800234339,LABORATORIO CLINICO PROCESAR IPS SAS,16623899,
CCF055,CAJACOPI,800234860,LITOTRICIA S.A.,31088811,
CCF055,CAJACOPI,800235973,CENTRO DE DIALISIS SANTA MARGARITA,47724447,
CCF055,CAJACOPI,802000909,CLINICA LOS ALMENDROS SAS,178337828,
CCF055,CAJACOPI,802003081,E.S.E. HOSPITAL MUNICIPAL DE SABANAGRANDE,2973305,
CCF055,CAJACOPI,802009463,ESE CENTRO DE SALUD DE TUBARÁ,51289628,
CCF055,CAJACOPI,802009914,VISION DEL LITORAL SAS,26252465,
CCF055,CAJACOPI,802010301,ESE HOSPITAL DE CANDELARIA,2234129,
CCF055,CAJACOPI,802010728,UROCENTRO LTDA,300000000,
CCF055,CAJACOPI,802013023,EMPRESA SOCIAL DEL ESTADO HOSPITAL MATERNO INFANTIL CIUDADELA METROPOLITANA DE SOLEDAD,603590912,
CCF055,CAJACOPI,802014132,INSTITUTO DE TRASPLANTE DE MÉDULA OSEA DE LA COSTA IPS S.A.S,300000000,
CCF055,CAJACOPI,802019573,CLINICA PORVENIR LIMITADA,199999995,
