COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,TOTAL GIRO MAYO 2023,OBSERVACIÓN
CCF033,EPS FAMILIAR DE COLOMBIA,900208532.0,CENTRO DE SALUD DE SAMPUES (SUCRE) EMPRESA SOCIAL DEL ESTADO,1845000.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900208676.0,ESE HOSPITAL SANTIAGO DE TOLU,2094457.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900217343.0,CLINICA OFTALMOLOGICA DE SUCRE S.A.S,42047457.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900219120.0,VIVA 1A IPS SA,394203062.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900233294.0,CLINICA GENERAL DEL CARIBE S.A.,56276615.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900272582.0,CLINICA SAN JUAN BAUTISTA S.A.S.,49254037.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900304958.0,SOCIEDAD SAN JOSE DE TORICES S.A,2014096.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900324225.0,"SOCIEDAD PARA LA ATENCION MEDICA E IMAGENES DIAGNOSTICAS SAS ""SOMID SAS """,33019444.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900328332.0,CARDIOCARE SERVICES SAS,36828723.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900343468.0,VIA MEDICA SAS,3496339.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900386591.0,GYO MEDICAL I.P.S. S.A.S.,478738889.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900418184.0,DIGITALDENT SERVICIOS SAS,24007727.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900449481.0,MEDICINA INTEGRAL DEL CARIBE SAS,31417894.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900468210.0,CENTRO DE RESONANCIA MAGNETICA DEL NORTE S.A.S,12170055.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900492815.0,UNIDAD MATERNO INFANTIL TALAPUIN S.A.S.,130654993.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900508066.0,CMIACIPSGUAJIRA SAS,29333257.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900513306.0,FUNDACION MARIA REINA,16726532.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900532504.0,DAVITA S.A.S.,22848000.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900550249.0,IPS CARDIOCENTRO PEDIATRICO DE SUCRE S.A.S,28087854.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900579595.0,ODONTS CENTER LTDA,2954510.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900581036.0,GASTROCENTRO S.A.S,5355675.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900656493.0,IPS PUNTO VITAL SAS,798315286.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900691119.0,ORTOPEDICA EUROPEA S.A.S.,261999314.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900729157.0,RESONANCIA DE ALTA TECNOLOGIA DEL CARIBE SAS,1587648.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900734605.0,CENTRO DE REHABILITACION TERAPEUTICO INTEGRAL S.A.S.,26031000.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900772014.0,SEDARTE MEDICINA ESPECIALIZADA SAS,7092592.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900794134.0,IPS INDIGENA KOTTUSHI SAO ANA>A,445500000.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900795851.0,IPSI EITERRA JAWAPIA,252000000.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900798865.0,911 ASITENCIA MEDICA DOMICILIARIA IPS SAS,8940000.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900839714.0,PROFHARMA SALUD IPS S.A.S,2253605.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900839869.0,CLINICA SANTA ANA DE DIOS S.A.S.,78361262.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900859725.0,FUNCOREDES CENTRO DE REHABILITACION INTEGRAL,313623618.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900862842.0,CENTRO DE OTORRINOLARINGOLOGIA Y FONOAUDIOLOGIA DE LA SABANA S.A.S,13035355.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900919030.0,IPS LA DIVINA MISERICORDIA S.A.S,230893901.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900943534.0,DIAGNOSTISALUD S.A.S,25785507.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900957139.0,SERVICIOS DE SALUD ESPECIALIZADOS S.A.S,1015945.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900957660.0,DELTA SALUD S.A.S,12262877.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900959048.0,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE E.S.E,14408758.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900966539.0,FUNDACION TRAZANDO CAMINOS,221840000.0,
CCF033,EPS FAMILIAR DE COLOMBIA,900995574.0,MEDIPOHDS,229666635.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901085352.0,INSTITUTO MEDICO DE ALTA TECNOLOGÍA S.A.S,194795715.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901094037.0,TRAUMACENTRO S.A.S,12569954.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901139193.0,MIRED BARRANQUILLA IPS S.A.S.,36550151.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901161920.0,FUNDACION AZUL REY,66733470.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901182802.0,SERVICIOS MEDICOS INTEGRALES IPS S.A.S,653158295.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901204233.0,ROSARY HEALTH CARE SAS,27821186.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901219760.0,SUMEICOL IPS SAS,25432211.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901226064.0,IPS VITAL SALUD GUAJIRA S.A.S,126894593.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901314216.0,MEDI VIDA IPS S.A.S,392667627.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901336751.0,CLINIVIDA Y SALUD IPS SAS,17450557.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901341454.0,INTTEGRAL I.P.S S.A.S,100826671.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901353186.0,UCI LAS MERCEDES DE COROZAL SAS,46631155.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901483168.0,GHG GLOBAL HEALTH GROUP SAS,315000000.0,
CCF033,EPS FAMILIAR DE COLOMBIA,901494060.0,CENTRO MEDICO DE ESPECIALALISTA LAS PENINSULAS IPS S.A.S,8339310.0,
CCF050,COMFAORIENTE,800006850.0,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD SOACHA,2443367.0,
CCF050,COMFAORIENTE,800012189.0,CLINICA SAN JOSE DE CUCUTA SA,668054192.0,
CCF050,COMFAORIENTE,800014918.0,E.S.E. HOSPITAL UNIVERSITARIO ERASMO MEOZ,1171775608.0,
CCF050,COMFAORIENTE,800084206.0,EMPRESA SOCIAL DEL ESTADO INSTITUTO DE SALUD DE BUCARAMANGA,1218255.0,
CCF050,COMFAORIENTE,800106375.0,NUCLEAR SAN JOSE S.A.,14848072.0,
CCF050,COMFAORIENTE,800231215.0,HOSPITAL DEL SARARE ESE,3172291.0,
CCF050,COMFAORIENTE,805011262.0,RTS S.A.S,188232535.0,
CCF050,COMFAORIENTE,807000799.0,UROLOGOS DEL NORTE DE SANTANDER URONORTE S.A.,79132866.0,
CCF050,COMFAORIENTE,807000832.0,LABORATORIO CLINICO ESPECIALIZADO LTDA,9844522.0,
CCF050,COMFAORIENTE,807001311.0,SERVICIOS INTEGRALES DE SALUD LTDA -SERINSA,73593600.0,
CCF050,COMFAORIENTE,807002152.0,CLINICA OFTALMOLOGICA PEÑARANDA S.A.S,298040820.0,
CCF050,COMFAORIENTE,807002424.0,CLINICA DE CANCEROLOGIA DEL NORTE DE SANTANDER LTDA.,613310012.0,
CCF050,COMFAORIENTE,807003768.0,RADIOTERAPIA DEL NORTE LTDA.,92211130.0,
CCF050,COMFAORIENTE,807004352.0,EMPRESA SOCIAL DEL ESTADO IMSALUD,12618771.0,
CCF050,COMFAORIENTE,807004393.0,E.S.E. HOSPITAL LOCAL MUNICIPIO DE LOS PATIOS,4464985.0,
CCF050,COMFAORIENTE,807004631.0,E.S.E.HOSPITAL LOCAL VILLA DEL ROSARIO,3115433.0,
CCF050,COMFAORIENTE,807004665.0,ESE HOSPITAL JUAN LUIS LONDOÑO,2249277.0,
CCF050,COMFAORIENTE,807005711.0,"ASOCIACION DE PATOLOGOS ""ASOPAT"" LTDA.",4951898.0,
CCF050,COMFAORIENTE,807008827.0,E.S.E. HOSPITAL REGIONAL SURORIENTAL-CHINACOTA,2157891.0,
CCF050,COMFAORIENTE,807008842.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL NOROCCIDENTAL,4082568.0,
CCF050,COMFAORIENTE,807008857.0,ESE HOSPITAL REGIONAL NORTE,17684547.0,
CCF050,COMFAORIENTE,814003448.0,AUDIOCOM IPS,3015080.0,
CCF050,COMFAORIENTE,819004070.0,ESE ALEJANDRO PROSPERO REVEREND,1502315.0,
CCF050,COMFAORIENTE,830007355.0,FRESENIUS MEDICAL CARE COLOMBIA S.A.,207974426.0,
CCF050,COMFAORIENTE,860013779.0,ASOCIACIÓN PROFAMILIA,50339105.0,
CCF050,COMFAORIENTE,860037950.0,FUNDACION SANTA FE DE BOGOTA,45908165.0,
CCF050,COMFAORIENTE,890212568.0,FUNDACION CARDIOVASCULAR DE COLOMBIA,870722005.0,
CCF050,COMFAORIENTE,890500060.0,CLINICA SANTA ANA S.A.,395599623.0,
CCF050,COMFAORIENTE,890500810.0,E.S.E. HOSPITAL MENTAL RUDESINDO SOTO,165752318.0,
CCF050,COMFAORIENTE,890501019.0,ESE HOSPITAL SAN JUAN DE DIOS DE PAMPLONA,88262535.0,
CCF050,COMFAORIENTE,890501438.0,E.S.E. HOSPITAL EMIRO QUINTERO CAÑIZARES,1230230835.0,
CCF050,COMFAORIENTE,890503532.0,CLINICA LOS ANDES LTDA.,8258460.0,
CCF050,COMFAORIENTE,890505755.0,OPTICA CIENTIFICA Y CIA LTDA,11832800.0,
CCF050,COMFAORIENTE,890506459.0,CLINICA Y DROGUERIA NTRA SRA DE TORCOROMA S.A.S.,243089410.0,
CCF050,COMFAORIENTE,891855029.0,HOSPITAL REGIONAL DE LA ORINOQUIA E.S.E.,19838418.0,
CCF050,COMFAORIENTE,892300445.0,ESE HOSPITAL REGIONAL DE AGUACHICA JOSE DAVID PADILLA VILLAFAÑE,3195736.0,
CCF050,COMFAORIENTE,899999092.0,INSTITUTO NACIONAL DE CANCEROLOGIA - EMPRESA SOCIAL DEL ESTADO,4963004.0,
CCF050,COMFAORIENTE,900006037.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE SANTANDER,230623985.0,
CCF050,COMFAORIENTE,900017916.0,SERVICIOS ESPECIALIZADOS FCB S.A.S,31160944.0,
CCF050,COMFAORIENTE,900037353.0,ONCOMEDICAL I.P.S. S.A.S,470515147.0,
CCF050,COMFAORIENTE,900041610.0,TRANSPORTE SALUD IMÁGENES TRANSALIM LTDA,114500929.0,
CCF050,COMFAORIENTE,900075758.0,GASTROQUIRURGICA S.A.S.,120344782.0,
CCF050,COMFAORIENTE,900112351.0,UNIDAD HEMATO ONCOLOGICA ESPECIALIZADA IPS SAS,236532831.0,
CCF050,COMFAORIENTE,900155231.0,SANAMEDIC SOCIEDAD POR ACCIONES SIMPLIFICADA - S.A.S,11386519.0,
CCF050,COMFAORIENTE,900225631.0,VIDAMEDICAL IPS S.A.S.,453458000.0,
CCF050,COMFAORIENTE,900241448.0,CARDIOLOGIA DIAGNOSTICA DEL NORTE S.A.S.- CARDINOR S.A.S.,25485647.0,
CCF050,COMFAORIENTE,900241734.0,CONFESALUD IPS LTDA.,17484283.0,
CCF050,COMFAORIENTE,900301770.0,NEUROCOOP REHABILITACION FISICA Y MEDICA INTEGRAL,244224822.0,
CCF050,COMFAORIENTE,900307987.0,VITAL MEDICAL CARE VIMEC S.A.S,141380094.0,
CCF050,COMFAORIENTE,900309444.0,HOSPICLINIC DE COLOMBIA S.A.S.,104981270.0,
CCF050,COMFAORIENTE,900315341.0,PIEL MEDICALSPA CENTRO DERMATOLOGICO IPS SAS,40500415.0,
CCF050,COMFAORIENTE,900332743.0,CENTRO DE ECO-RADIODIAGNOSTICOS S.A.S,60157138.0,
CCF050,COMFAORIENTE,900338359.0,IPS REHABILITACION INTEGRAL MARTA OMAÑA ASOCIADOS S.A.S,21730000.0,
CCF050,COMFAORIENTE,900386919.0,INSTITUTO NEUROLOGICO INFANTIL S.A.S.,61470311.0,
CCF050,COMFAORIENTE,900395846.0,SERVICIOS VIVIR S.A.S.,34816380.0,
CCF050,COMFAORIENTE,900470642.0,MEDICAL DUARTE ZF S.A.S,2735760584.0,
CCF050,COMFAORIENTE,900471992.0,NEUROALIADOS MEDICINA ESPECIALIZADA S.A.S.,21714154.0,
CCF050,COMFAORIENTE,900535099.0,DROGUERIA MAGRETH S.A.S.,222662538.0,
CCF050,COMFAORIENTE,900542979.0,CENTRO INTEGRAL DE ATENCION DIAGNOSTICA ESPECIALIZADA IPS SAS,417637475.0,
CCF050,COMFAORIENTE,900575153.0,ANGIOVASCULAR MORENO,127486087.0,
CCF050,COMFAORIENTE,900580962.0,DISFARMA G.C. S.A.S.,778075144.0,
CCF050,COMFAORIENTE,900635297.0,UNIDAD DE MEDICINA MATERNOFETAL NORFETUS SOCIEDAD POR ACCIONES SIMPLIFICADA,30000727.0,
CCF050,COMFAORIENTE,900704446.0,ECOIMAGEN SALUD S.A.S.,259402479.0,
CCF050,COMFAORIENTE,900717202.0,CENTRO INTEGRAL DE DIAGNOSTICO MEDICO I.P.S. S.A.S.,29038291.0,
CCF050,COMFAORIENTE,900752620.0,IPS CLINICAL HOUSE S.A.S.,153074880.0,
CCF050,COMFAORIENTE,900900693.0,INSTITUCION PRESTADORA DE SERVICIOS DE SALUD DOMICILIARIOS SANARTE CLÍNICA DE HERIDAS Y OSTOMIAS S.A.S.,14107760.0,
CCF050,COMFAORIENTE,900958564.0,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.,2518264.0,
CCF050,COMFAORIENTE,901127399.0,NEUMOLOGIA Y SERVICIOS DE REHABILITACION S.A.S,31950347.0,
CCF050,COMFAORIENTE,901139193.0,MIRED BARRANQUILLA IPS S.A.S.,4095454.0,
CCF050,COMFAORIENTE,901222235.0,UNIDAD DE HEMODINAMIA Y TERAPIA ENDOVASCULAR DEL NORTE DE SANTANDER S.A.S,7104000.0,
CCF050,COMFAORIENTE,901254971.0,CENTRO DE ATENCION MI RENACER S.A.S.,23248480.0,
CCF050,COMFAORIENTE,901313049.0,RED SALUD INTEGRAL IPS S.A.S.,26640000.0,
CCF050,COMFAORIENTE,901315238.0,IMAGEN DENTAL INTEGRAL IPS S.A.S.,99477112.0,
CCF050,COMFAORIENTE,901383010.0,UCIS DE COLOMBIA S.A.S.,1571243319.0,
CCF050,COMFAORIENTE,901417815.0,SOLUCIONES MEDICAS AVANZADAS S.A.S,2125834.0,
CCF055,CAJACOPI,800018233.0,SOMECA MALAMBO,14477282.0,
CCF055,CAJACOPI,800026173.0,ESE HOSPITAL HELI MORENO BLANCO,53624599.0,
CCF055,CAJACOPI,800037021.0,HOSPITAL DEPARTAMENTAL DE GRANADA - EMPRESA SOCIAL DEL META,423203491.0,
CCF055,CAJACOPI,800037979.0,E.S.E. HOSPITAL LOCAL DE PUERTO LOPEZ,7647436.0,
CCF055,CAJACOPI,800066001.0,CENTRO MEDICO OFTALMOLOGICO Y LABORATORIO CLINICO ANDRADE NARVAEZ SIGLA COLCAN S.A.S.,56649819.0,
CCF055,CAJACOPI,800067514.0,COMITÉ MUNICIPAL DE LA CRUZ ROJA DE MAICAO,8005049.0,
CCF055,CAJACOPI,800075650.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTO TOMAS,113095719.0,
CCF055,CAJACOPI,800101022.0,ESE HOSPITAL NUESTRA SEÑORA DEL PILAR,2534445.0,
CCF055,CAJACOPI,800112725.0,FUNDACION OFTALMOLOGICA DEL CARIBE,126000094.0,
CCF055,CAJACOPI,800119945.0,HOSPITAL SAN ROQUE ESE,48294435.0,
CCF055,CAJACOPI,800129856.0,CLINICA DE LA COSTA S.A.S.,63997829.0,
CCF055,CAJACOPI,800130625.0,ESE HOSPITAL SAN CRISTOBAL DE CIENAGA,115950438.0,
CCF055,CAJACOPI,800154347.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA CANDELARIA,109690594.0,
CCF055,CAJACOPI,800162035.0,SERVICIOS MEDICOS INTEGRALES DE SALUD SAS SERVIMEDICOS SAS,237562645.0,
CCF055,CAJACOPI,800174123.0,ESE HOSPITAL DE SANTO TOMAS,7735409.0,
CCF055,CAJACOPI,800175901.0,CLINICA EMPERATRIZ SAS,300000029.0,
CCF055,CAJACOPI,800183943.0,CLINICA SANTA MARIA SAS,5212720.0,
CCF055,CAJACOPI,800187260.0,INSTITUTO DE ENFERMEDADES DIGESTIVAS DE COLOMBIA S.A.S,34043430.0,
CCF055,CAJACOPI,800191643.0,ESE HOSPITAL REGIONNAL II NIVEL DE SAN MARCOS,85827556.0,
CCF055,CAJACOPI,800193912.0,ESE HOSPITAL SAN RAFAEL DE CHINU,1509365.0,
CCF055,CAJACOPI,800193989.0,CENTRO DIAGNOSTICO DE ESPECIALISTAS LTDA,14588059.0,
CCF055,CAJACOPI,800197217.0,CLINICA DE ESPECIALISTAS MARIA AUXILIADORA S.A.S.,72018866.0,
CCF055,CAJACOPI,800197424.0,ASOCIACION MEDICA DE MEDICINA NUCLEAR LTDA NUCLEAR 2000 LTDA,59999995.0,
CCF055,CAJACOPI,800201726.0,FUNDACION POLICLINICA CIENAGA,35468936.0,
CCF055,CAJACOPI,800204153.0,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE LORICA,104391001.0,
CCF055,CAJACOPI,800213942.0,E.S.E. HOSPITAL SANTA CRUZ,3414906.0,
CCF055,CAJACOPI,800222844.0,RADIOIMAGENES RADIOLOGOS ASOCIADOS S.A.S.,40887740.0,
CCF055,CAJACOPI,800227279.0,TECNITRAUMA S.A.,500000001.0,
CCF055,CAJACOPI,800231038.0,GARCIA PEREZ MEDICA Y COMPAÑIA SAS,98089015.0,
CCF055,CAJACOPI,800234860.0,LITOTRICIA S.A.,31088811.0,
CCF055,CAJACOPI,800235973.0,CENTRO DE DIALISIS SANTA MARGARITA,50000002.0,
CCF055,CAJACOPI,802000909.0,CLINICA LOS ALMENDROS SAS,55492168.0,
CCF055,CAJACOPI,802003081.0,E.S.E. HOSPITAL MUNICIPAL DE SABANAGRANDE,2979809.0,
CCF055,CAJACOPI,802006267.0,ESE CENTRO DE SALUD CON CAMAS DE PALMAR DE VARELA,83076895.0,
CCF055,CAJACOPI,802007650.0,HOSPITAL VERA JUDITH IMITOLA VLLANUEVA E.S.E,63686851.0,
CCF055,CAJACOPI,802007798.0,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE GALAPA,2752134.0,
CCF055,CAJACOPI,802010728.0,UROCENTRO LTDA,215436267.0,
CCF055,CAJACOPI,802013023.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL MATERNO INFANTIL CIUDADELA METROPOLITANA DE SOLEDAD,14358572.0,
CCF055,CAJACOPI,802014132.0,INSTITUTO DE TRASPLANTE DE MÉDULA OSEA DE LA COSTA IPS S.A.S,170849578.0,
